,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,eFG_perc_adv_subtracted,BLKPG_opponent,STPG_opponent,APG_opponent,AST_TO_opponent,_3pm_opponent,_3pa_opponent,_2pm_opponent,_2pa_opponent,_2p_perc_opponent,FG_perc_opponent,_3p_perc_opponent,FT_perc_opponent,ORPG_opponent,DRPG_opponent,RPG_opponent,BLKPG_subtracted,STPG_subtracted,APG_subtracted,AST_TO_subtracted,_3pm_subtracted,_3pa_subtracted,_2pm_subtracted,_2pa_subtracted,_2p_perc_subtracted,PTS_opponent,PTS_subtracted,FG_perc_subtracted,_3p_perc_subtracted,FT_perc_subtracted,ORPG_subtracted,DRPG_subtracted,RPG_subtracted,round,wins,losses,kenpom_adjem,wins_opponent,losses_opponent,kenpom_adjem_opponent,wins_subtracted,losses_subtracted,kenpom_adjem_subtracted
913,15,16,0,0,3.88,8.52,12.6,0.89,5.8,17.0,730.0,1401.0,0.521,78.6,0.46799999999999997,0.336,0.715,11.4,26.4,37.8,1,3.21,-1.87,0.51,21.21,8.61,0.53,-18.0,-10.48,-0.02000000000000001,3.91,7.06,18.0,1.5,6.2,17.0,743.0,1385.0,0.536,0.484,0.354,0.674,14.9,24.8,39.8,-0.03000000000000025,1.46,-5.4,-0.61,-0.4000000000000004,0.0,-13.0,16.0,-0.015000000000000013,78.0,0.5999999999999943,-0.01599999999999996,-0.01799999999999996,0.040999999999999925,-3.5,1.599999999999998,-2.0,1,23.0,11.0,5.67,31.0,5.0,28.96,-8.0,6.0,-23.29
914,1,8,1,1,2.45,7.67,12.6,1.01,9.3,24.0,584.0,1150.0,0.508,81.1,0.457,0.384,0.743,10.1,25.4,35.5,9,13.78,7.44,0.54,13.6,7.71,0.509,0.17999999999999972,-0.2699999999999996,0.031000000000000024,3.73,6.7,16.3,1.22,6.6,21.0,715.0,1354.0,0.528,0.455,0.314,0.674,14.4,24.7,39.0,-1.2799999999999998,0.9699999999999998,-3.700000000000001,-0.21,2.700000000000001,3.0,-131.0,-204.0,-0.02000000000000001,78.5,2.5999999999999943,0.0020000000000000018,0.07,0.06899999999999995,-4.300000000000002,0.6999999999999993,-3.5,1,23.0,12.0,18.33,21.0,13.0,16.48,2.0,-1.0,1.8499999999999976
915,1,9,0,0,3.73,6.7,16.3,1.22,6.6,21.0,715.0,1354.0,0.528,78.5,0.455,0.314,0.674,14.4,24.7,39.0,8,13.6,7.71,0.509,13.78,7.44,0.54,-0.17999999999999972,0.2699999999999996,-0.031000000000000024,2.45,7.67,12.6,1.01,9.3,24.0,584.0,1150.0,0.508,0.457,0.384,0.743,10.1,25.4,35.5,1.2799999999999998,-0.9699999999999998,3.700000000000001,0.21,-2.700000000000001,-3.0,131.0,204.0,0.02000000000000001,81.1,-2.5999999999999943,-0.0020000000000000018,-0.07,-0.06899999999999995,4.300000000000002,-0.6999999999999993,3.5,1,21.0,13.0,16.48,23.0,12.0,18.33,-2.0,1.0,-1.8499999999999976
916,7,5,0,1,5.82,8.18,12.3,0.78,6.2,18.0,588.0,1222.0,0.48100000000000004,68.6,0.435,0.34299999999999997,0.723,11.6,24.3,35.9,12,11.37,7.91,0.4920000000000001,12.43,8.43,0.499,-1.0600000000000005,-0.5199999999999996,-0.007000000000000006,2.65,4.97,12.2,1.2,6.5,18.0,496.0,1031.0,0.48100000000000004,0.442,0.369,0.7240000000000001,9.8,21.3,31.1,3.1700000000000004,3.21,0.10000000000000142,-0.4199999999999999,-0.2999999999999998,0.0,92.0,191.0,0.0,64.4,4.199999999999989,-0.007000000000000006,-0.025999999999999968,-0.001000000000000112,1.7999999999999992,3.0,4.799999999999997,1,25.0,10.0,15.76,20.0,13.0,17.62,5.0,-3.0,-1.8600000000000008
917,7,12,1,0,2.65,4.97,12.2,1.2,6.5,18.0,496.0,1031.0,0.48100000000000004,64.4,0.442,0.369,0.7240000000000001,9.8,21.3,31.1,5,12.43,8.43,0.499,11.37,7.91,0.4920000000000001,1.0600000000000005,0.5199999999999996,0.007000000000000006,5.82,8.18,12.3,0.78,6.2,18.0,588.0,1222.0,0.48100000000000004,0.435,0.34299999999999997,0.723,11.6,24.3,35.9,-3.1700000000000004,-3.21,-0.10000000000000142,0.4199999999999999,0.2999999999999998,0.0,-92.0,-191.0,0.0,68.6,-4.199999999999989,0.007000000000000006,0.025999999999999968,0.001000000000000112,-1.7999999999999992,-3.0,-4.799999999999997,1,20.0,13.0,17.62,25.0,10.0,15.76,-5.0,3.0,1.8600000000000008
918,9,4,1,1,5.13,5.38,13.5,0.9,6.9,17.0,559.0,1131.0,0.494,72.4,0.46299999999999997,0.39899999999999997,0.675,12.1,27.4,39.5,13,14.45,4.65,0.524,1.14,-3.16,0.537,13.31,7.81,-0.013000000000000013,2.84,7.47,15.3,1.11,9.7,25.0,532.0,1039.0,0.512,0.45399999999999996,0.38,0.6859999999999999,12.0,22.2,34.2,2.29,-2.09,-1.8000000000000007,-0.21000000000000008,-2.799999999999999,-8.0,27.0,92.0,-0.018000000000000016,73.8,-1.3999999999999917,0.009000000000000008,0.019000000000000017,-0.0109999999999999,0.09999999999999963,5.199999999999998,5.299999999999997,1,27.0,8.0,20.24,23.0,10.0,4.04,4.0,-2.0,16.2
919,9,13,0,0,2.84,7.47,15.3,1.11,9.7,25.0,532.0,1039.0,0.512,73.8,0.45399999999999996,0.38,0.6859999999999999,12.0,22.2,34.2,4,1.14,-3.16,0.537,14.45,4.65,0.524,-13.31,-7.81,0.013000000000000013,5.13,5.38,13.5,0.9,6.9,17.0,559.0,1131.0,0.494,0.46299999999999997,0.39899999999999997,0.675,12.1,27.4,39.5,-2.29,2.09,1.8000000000000007,0.21000000000000008,2.799999999999999,8.0,-27.0,-92.0,0.018000000000000016,72.4,1.3999999999999917,-0.009000000000000008,-0.019000000000000017,0.0109999999999999,-0.09999999999999963,-5.199999999999998,-5.299999999999997,1,23.0,10.0,4.04,27.0,8.0,20.24,-4.0,2.0,-16.2
920,5,6,1,1,3.21,8.36,15.7,1.27,7.5,19.0,679.0,1254.0,0.541,76.0,0.494,0.39799999999999996,0.721,11.5,21.5,33.0,11,18.64,7.19,0.557,7.7,-0.65,0.52,10.94,7.8400000000000025,0.03700000000000003,4.58,7.64,13.8,1.09,6.5,18.0,630.0,1243.0,0.507,0.46299999999999997,0.369,0.705,10.7,23.3,34.0,-1.37,0.7199999999999998,1.8999999999999984,0.17999999999999994,1.0,1.0,49.0,11.0,0.03400000000000003,72.0,4.0,0.03099999999999997,0.029000000000000026,0.016000000000000014,0.8000000000000007,-1.8000000000000007,-1.0,1,26.0,9.0,23.93,24.0,10.0,13.62,2.0,-1.0,10.31
921,5,11,0,0,4.58,7.64,13.8,1.09,6.5,18.0,630.0,1243.0,0.507,72.0,0.46299999999999997,0.369,0.705,10.7,23.3,34.0,6,7.7,-0.65,0.52,18.64,7.19,0.557,-10.94,-7.8400000000000025,-0.03700000000000003,3.21,8.36,15.7,1.27,7.5,19.0,679.0,1254.0,0.541,0.494,0.39799999999999996,0.721,11.5,21.5,33.0,1.37,-0.7199999999999998,-1.8999999999999984,-0.17999999999999994,-1.0,-1.0,-49.0,-11.0,-0.03400000000000003,76.0,-4.0,-0.03099999999999997,-0.029000000000000026,-0.016000000000000014,-0.8000000000000007,1.8000000000000007,1.0,1,24.0,10.0,13.62,26.0,9.0,23.93,-2.0,1.0,-10.31
922,11,3,1,1,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,76.5,0.457,0.368,0.742,12.2,25.2,37.4,14,17.45,8.72,0.508,-0.05,-5.49,0.537,17.5,14.21,-0.029000000000000026,2.52,5.42,13.1,0.99,7.1,19.0,504.0,968.0,0.521,0.466,0.377,0.648,9.5,23.5,33.0,0.69,2.55,1.7000000000000008,0.1200000000000001,-0.5,-1.0,135.0,316.0,-0.02300000000000002,64.5,12.0,-0.009000000000000008,-0.009000000000000008,0.09399999999999996,2.7,1.6999999999999993,4.399999999999999,1,30.0,8.0,23.89,24.0,8.0,4.7,6.0,0.0,19.19
923,11,14,0,0,2.52,5.42,13.1,0.99,7.1,19.0,504.0,968.0,0.521,64.5,0.466,0.377,0.648,9.5,23.5,33.0,3,-0.05,-5.49,0.537,17.45,8.72,0.508,-17.5,-14.21,0.029000000000000026,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,0.457,0.368,0.742,12.2,25.2,37.4,-0.69,-2.55,-1.7000000000000008,-0.1200000000000001,0.5,1.0,-135.0,-316.0,0.02300000000000002,76.5,-12.0,0.009000000000000008,0.009000000000000008,-0.09399999999999996,-2.7,-1.6999999999999993,-4.399999999999999,1,24.0,8.0,4.7,30.0,8.0,23.89,-6.0,0.0,-19.19
924,3,7,1,1,5.55,6.24,13.0,1.04,4.6,14.0,713.0,1482.0,0.48100000000000004,72.3,0.442,0.321,0.6709999999999999,14.2,24.6,38.8,10,14.83,8.09,0.485,11.32,7.19,0.494,3.51,0.8999999999999995,-0.009000000000000008,6.22,8.38,14.2,0.98,5.8,18.0,576.0,1156.0,0.498,0.442,0.327,0.715,12.2,22.4,34.6,-0.6699999999999999,-2.140000000000001,-1.1999999999999993,0.06000000000000005,-1.2000000000000002,-4.0,137.0,326.0,-0.017000000000000015,66.5,5.799999999999998,0.0,-0.0060000000000000045,-0.04400000000000004,2.0,2.200000000000003,4.199999999999996,1,23.0,12.0,19.65,22.0,11.0,15.43,1.0,1.0,4.219999999999999
925,3,10,0,0,6.22,8.38,14.2,0.98,5.8,18.0,576.0,1156.0,0.498,66.5,0.442,0.327,0.715,12.2,22.4,34.6,7,11.32,7.19,0.494,14.83,8.09,0.485,-3.51,-0.8999999999999995,0.009000000000000008,5.55,6.24,13.0,1.04,4.6,14.0,713.0,1482.0,0.48100000000000004,0.442,0.321,0.6709999999999999,14.2,24.6,38.8,0.6699999999999999,2.140000000000001,1.1999999999999993,-0.06000000000000005,1.2000000000000002,4.0,-137.0,-326.0,0.017000000000000015,72.3,-5.799999999999998,0.0,0.0060000000000000045,0.04400000000000004,-2.0,-2.200000000000003,-4.199999999999996,1,22.0,11.0,15.43,23.0,12.0,19.65,-1.0,-1.0,-4.219999999999999
926,13,2,1,1,4.09,8.5,13.4,1.09,7.2,21.0,658.0,1311.0,0.502,78.0,0.44799999999999995,0.349,0.723,13.3,23.3,36.6,15,20.1,9.07,0.505,-3.27,-5.62,0.495,23.37,14.69,0.010000000000000007,4.19,7.03,12.1,0.91,6.0,18.0,566.0,1153.0,0.491,0.43799999999999994,0.33,0.6729999999999999,11.3,23.5,34.9,-0.10000000000000052,1.4699999999999998,1.3000000000000007,0.18000000000000005,1.2000000000000002,3.0,92.0,158.0,0.01100000000000001,70.2,7.799999999999998,0.010000000000000007,0.018999999999999958,0.05000000000000005,2.0,-0.1999999999999993,1.7000000000000028,1,30.0,7.0,24.31,23.0,9.0,-0.98,7.0,-2.0,25.29
927,13,15,0,0,4.19,7.03,12.1,0.91,6.0,18.0,566.0,1153.0,0.491,70.2,0.43799999999999994,0.33,0.6729999999999999,11.3,23.5,34.9,2,-3.27,-5.62,0.495,20.1,9.07,0.505,-23.37,-14.69,-0.010000000000000007,4.09,8.5,13.4,1.09,7.2,21.0,658.0,1311.0,0.502,0.44799999999999995,0.349,0.723,13.3,23.3,36.6,0.10000000000000052,-1.4699999999999998,-1.3000000000000007,-0.18000000000000005,-1.2000000000000002,-3.0,-92.0,-158.0,-0.01100000000000001,78.0,-7.799999999999998,-0.010000000000000007,-0.018999999999999958,-0.05000000000000005,-2.0,0.1999999999999993,-1.7000000000000028,1,23.0,9.0,-0.98,30.0,7.0,24.31,-7.0,2.0,-25.29
928,7,1,1,1,3.91,7.06,18.0,1.5,6.2,17.0,743.0,1385.0,0.536,78.0,0.484,0.354,0.674,14.9,24.8,39.8,8,21.21,8.61,0.53,13.78,7.44,0.54,7.4300000000000015,1.169999999999999,-0.010000000000000007,2.45,7.67,12.6,1.01,9.3,24.0,584.0,1150.0,0.508,0.457,0.384,0.743,10.1,25.4,35.5,1.46,-0.6100000000000003,5.4,0.49,-3.1000000000000005,-7.0,159.0,235.0,0.028000000000000025,81.1,-3.0999999999999943,0.02699999999999997,-0.030000000000000027,-0.06899999999999995,4.800000000000002,-0.5999999999999979,4.299999999999997,2,31.0,5.0,28.96,23.0,12.0,18.33,8.0,-7.0,10.630000000000004
929,7,8,0,0,2.45,7.67,12.6,1.01,9.3,24.0,584.0,1150.0,0.508,81.1,0.457,0.384,0.743,10.1,25.4,35.5,1,13.78,7.44,0.54,21.21,8.61,0.53,-7.4300000000000015,-1.169999999999999,0.010000000000000007,3.91,7.06,18.0,1.5,6.2,17.0,743.0,1385.0,0.536,0.484,0.354,0.674,14.9,24.8,39.8,-1.46,0.6100000000000003,-5.4,-0.49,3.1000000000000005,7.0,-159.0,-235.0,-0.028000000000000025,78.0,3.0999999999999943,-0.02699999999999997,0.030000000000000027,0.06899999999999995,-4.800000000000002,0.5999999999999979,-4.299999999999997,2,23.0,12.0,18.33,31.0,5.0,28.96,-8.0,7.0,-10.630000000000004
930,8,12,0,0,2.65,4.97,12.2,1.2,6.5,18.0,496.0,1031.0,0.48100000000000004,64.4,0.442,0.369,0.7240000000000001,9.8,21.3,31.1,4,12.43,8.43,0.499,14.45,4.65,0.524,-2.02,3.78,-0.025000000000000026,5.13,5.38,13.5,0.9,6.9,17.0,559.0,1131.0,0.494,0.46299999999999997,0.39899999999999997,0.675,12.1,27.4,39.5,-2.48,-0.41000000000000014,-1.3000000000000007,0.29999999999999993,-0.4000000000000004,1.0,-63.0,-100.0,-0.013000000000000013,72.4,-8.0,-0.02100000000000002,-0.030000000000000027,0.04900000000000005,-2.299999999999999,-6.099999999999998,-8.399999999999999,2,20.0,13.0,17.62,27.0,8.0,20.24,-7.0,5.0,-2.619999999999997
931,8,4,1,1,5.13,5.38,13.5,0.9,6.9,17.0,559.0,1131.0,0.494,72.4,0.46299999999999997,0.39899999999999997,0.675,12.1,27.4,39.5,12,14.45,4.65,0.524,12.43,8.43,0.499,2.02,-3.78,0.025000000000000026,2.65,4.97,12.2,1.2,6.5,18.0,496.0,1031.0,0.48100000000000004,0.442,0.369,0.7240000000000001,9.8,21.3,31.1,2.48,0.41000000000000014,1.3000000000000007,-0.29999999999999993,0.4000000000000004,-1.0,63.0,100.0,0.013000000000000013,64.4,8.0,0.02100000000000002,0.030000000000000027,-0.04900000000000005,2.299999999999999,6.099999999999998,8.399999999999999,2,27.0,8.0,20.24,20.0,13.0,17.62,7.0,-5.0,2.619999999999997
932,3,6,0,0,3.21,8.36,15.7,1.27,7.5,19.0,679.0,1254.0,0.541,76.0,0.494,0.39799999999999996,0.721,11.5,21.5,33.0,3,18.64,7.19,0.557,17.45,8.72,0.508,1.1900000000000013,-1.5300000000000002,0.04900000000000005,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,0.457,0.368,0.742,12.2,25.2,37.4,0.0,0.3899999999999997,0.8999999999999986,0.15999999999999992,0.9000000000000004,1.0,40.0,-30.0,0.04300000000000004,76.5,-0.5,0.036999999999999984,0.030000000000000027,-0.02100000000000002,-0.6999999999999993,-3.6999999999999993,-4.399999999999999,2,26.0,9.0,23.93,30.0,8.0,23.89,-4.0,1.0,0.03999999999999915
933,3,3,1,1,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,76.5,0.457,0.368,0.742,12.2,25.2,37.4,6,17.45,8.72,0.508,18.64,7.19,0.557,-1.1900000000000013,1.5300000000000002,-0.04900000000000005,3.21,8.36,15.7,1.27,7.5,19.0,679.0,1254.0,0.541,0.494,0.39799999999999996,0.721,11.5,21.5,33.0,0.0,-0.3899999999999997,-0.8999999999999986,-0.15999999999999992,-0.9000000000000004,-1.0,-40.0,30.0,-0.04300000000000004,76.0,0.5,-0.036999999999999984,-0.030000000000000027,0.02100000000000002,0.6999999999999993,3.6999999999999993,4.399999999999999,2,30.0,8.0,23.89,26.0,9.0,23.93,4.0,-1.0,-0.03999999999999915
934,5,7,0,0,5.55,6.24,13.0,1.04,4.6,14.0,713.0,1482.0,0.48100000000000004,72.3,0.442,0.321,0.6709999999999999,14.2,24.6,38.8,2,14.83,8.09,0.485,20.1,9.07,0.505,-5.270000000000001,-0.9800000000000004,-0.02000000000000001,4.09,8.5,13.4,1.09,7.2,21.0,658.0,1311.0,0.502,0.44799999999999995,0.349,0.723,13.3,23.3,36.6,1.46,-2.26,-0.4000000000000004,-0.05000000000000005,-2.6000000000000005,-7.0,55.0,171.0,-0.02100000000000002,78.0,-5.700000000000002,-0.0060000000000000045,-0.02799999999999997,-0.05200000000000005,0.8999999999999986,1.3000000000000007,2.199999999999996,2,23.0,12.0,19.65,30.0,7.0,24.31,-7.0,5.0,-4.66
935,5,2,1,1,4.09,8.5,13.4,1.09,7.2,21.0,658.0,1311.0,0.502,78.0,0.44799999999999995,0.349,0.723,13.3,23.3,36.6,7,20.1,9.07,0.505,14.83,8.09,0.485,5.270000000000001,0.9800000000000004,0.02000000000000001,5.55,6.24,13.0,1.04,4.6,14.0,713.0,1482.0,0.48100000000000004,0.442,0.321,0.6709999999999999,14.2,24.6,38.8,-1.46,2.26,0.4000000000000004,0.05000000000000005,2.6000000000000005,7.0,-55.0,-171.0,0.02100000000000002,72.3,5.700000000000002,0.0060000000000000045,0.02799999999999997,0.05200000000000005,-0.8999999999999986,-1.3000000000000007,-2.199999999999996,2,30.0,7.0,24.31,23.0,12.0,19.65,7.0,-5.0,4.66
936,3,1,1,1,3.91,7.06,18.0,1.5,6.2,17.0,743.0,1385.0,0.536,78.0,0.484,0.354,0.674,14.9,24.8,39.8,4,21.21,8.61,0.53,14.45,4.65,0.524,6.7600000000000025,3.959999999999999,0.0060000000000000045,5.13,5.38,13.5,0.9,6.9,17.0,559.0,1131.0,0.494,0.46299999999999997,0.39899999999999997,0.675,12.1,27.4,39.5,-1.2199999999999998,1.6799999999999995,4.5,0.6,-0.7000000000000002,0.0,184.0,254.0,0.04200000000000004,72.4,5.599999999999994,0.020999999999999963,-0.04500000000000004,-0.0010000000000000009,2.8000000000000007,-2.599999999999998,0.2999999999999972,3,31.0,5.0,28.96,27.0,8.0,20.24,4.0,-3.0,8.720000000000002
937,3,4,0,0,5.13,5.38,13.5,0.9,6.9,17.0,559.0,1131.0,0.494,72.4,0.46299999999999997,0.39899999999999997,0.675,12.1,27.4,39.5,1,14.45,4.65,0.524,21.21,8.61,0.53,-6.7600000000000025,-3.959999999999999,-0.0060000000000000045,3.91,7.06,18.0,1.5,6.2,17.0,743.0,1385.0,0.536,0.484,0.354,0.674,14.9,24.8,39.8,1.2199999999999998,-1.6799999999999995,-4.5,-0.6,0.7000000000000002,0.0,-184.0,-254.0,-0.04200000000000004,78.0,-5.599999999999994,-0.020999999999999963,0.04500000000000004,0.0010000000000000009,-2.8000000000000007,2.599999999999998,-0.2999999999999972,3,27.0,8.0,20.24,31.0,5.0,28.96,-4.0,3.0,-8.720000000000002
938,1,3,1,0,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,76.5,0.457,0.368,0.742,12.2,25.2,37.4,2,17.45,8.72,0.508,20.1,9.07,0.505,-2.650000000000002,-0.34999999999999964,0.003000000000000003,4.09,8.5,13.4,1.09,7.2,21.0,658.0,1311.0,0.502,0.44799999999999995,0.349,0.723,13.3,23.3,36.6,-0.8799999999999999,-0.5300000000000002,1.4000000000000004,0.02000000000000001,-0.6000000000000005,-3.0,-19.0,-27.0,-0.0040000000000000036,78.0,-1.5,0.009000000000000008,0.019000000000000017,0.019000000000000017,-1.1000000000000014,1.8999999999999984,0.7999999999999972,3,30.0,8.0,23.89,30.0,7.0,24.31,0.0,1.0,-0.41999999999999815
939,1,2,0,1,4.09,8.5,13.4,1.09,7.2,21.0,658.0,1311.0,0.502,78.0,0.44799999999999995,0.349,0.723,13.3,23.3,36.6,3,20.1,9.07,0.505,17.45,8.72,0.508,2.650000000000002,0.34999999999999964,-0.003000000000000003,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,0.457,0.368,0.742,12.2,25.2,37.4,0.8799999999999999,0.5300000000000002,-1.4000000000000004,-0.02000000000000001,0.6000000000000005,3.0,19.0,27.0,0.0040000000000000036,76.5,1.5,-0.009000000000000008,-0.019000000000000017,-0.019000000000000017,1.1000000000000014,-1.8999999999999984,-0.7999999999999972,3,30.0,7.0,24.31,30.0,8.0,23.89,0.0,-1.0,0.41999999999999815
940,2,1,0,1,3.91,7.06,18.0,1.5,6.2,17.0,743.0,1385.0,0.536,78.0,0.484,0.354,0.674,14.9,24.8,39.8,3,21.21,8.61,0.53,17.45,8.72,0.508,3.7600000000000016,-0.1100000000000012,0.02200000000000002,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,0.457,0.368,0.742,12.2,25.2,37.4,0.7000000000000002,-0.91,3.2,0.3899999999999999,-0.39999999999999947,-1.0,104.0,101.0,0.038000000000000034,76.5,1.5,0.02699999999999997,-0.014000000000000012,-0.06799999999999995,2.700000000000001,-0.3999999999999986,2.3999999999999986,4,31.0,5.0,28.96,30.0,8.0,23.89,1.0,-3.0,5.07
941,2,3,1,0,3.21,7.97,14.8,1.11,6.6,18.0,639.0,1284.0,0.498,76.5,0.457,0.368,0.742,12.2,25.2,37.4,1,17.45,8.72,0.508,21.21,8.61,0.53,-3.7600000000000016,0.1100000000000012,-0.02200000000000002,3.91,7.06,18.0,1.5,6.2,17.0,743.0,1385.0,0.536,0.484,0.354,0.674,14.9,24.8,39.8,-0.7000000000000002,0.91,-3.2,-0.3899999999999999,0.39999999999999947,1.0,-104.0,-101.0,-0.038000000000000034,78.0,-1.5,-0.02699999999999997,0.014000000000000012,0.06799999999999995,-2.700000000000001,0.3999999999999986,-2.3999999999999986,4,30.0,8.0,23.89,31.0,5.0,28.96,-1.0,3.0,-5.07
942,15,1,1,1,5.34,8.47,18.4,1.44,6.9,18.0,799.0,1536.0,0.52,90.2,0.48,0.376,0.7609999999999999,15.1,27.2,42.3,16,25.46,8.35,0.5329999999999999,-4.55,-4.37,0.504,30.01,12.72,0.029000000000000026,4.63,6.75,14.3,0.88,4.9,14.0,704.0,1391.0,0.506,0.469,0.354,0.679,12.4,28.9,41.4,0.71,1.7200000000000006,4.099999999999998,0.5599999999999999,2.0,4.0,95.0,145.0,0.014000000000000012,76.0,14.200000000000005,0.01100000000000001,0.02200000000000002,0.08199999999999985,2.7,-1.6999999999999993,0.8999999999999986,1,34.0,4.0,31.14,21.0,12.0,-0.86,13.0,-8.0,32.0
943,15,16,0,0,4.63,6.75,14.3,0.88,4.9,14.0,704.0,1391.0,0.506,76.0,0.469,0.354,0.679,12.4,28.9,41.4,1,-4.55,-4.37,0.504,25.46,8.35,0.5329999999999999,-30.01,-12.72,-0.029000000000000026,5.34,8.47,18.4,1.44,6.9,18.0,799.0,1536.0,0.52,0.48,0.376,0.7609999999999999,15.1,27.2,42.3,-0.71,-1.7200000000000006,-4.099999999999998,-0.5599999999999999,-2.0,-4.0,-95.0,-145.0,-0.014000000000000012,90.2,-14.200000000000005,-0.01100000000000001,-0.02200000000000002,-0.08199999999999985,-2.7,1.6999999999999993,-0.8999999999999986,1,21.0,12.0,-0.86,34.0,4.0,31.14,-13.0,8.0,-32.0
944,1,8,1,1,6.06,7.61,15.2,1.26,6.0,16.0,683.0,1438.0,0.475,74.9,0.446,0.369,0.718,13.6,25.8,39.5,9,11.87,3.27,0.499,10.07,2.07,0.518,1.7999999999999992,1.2000000000000002,-0.019000000000000017,3.26,6.13,13.1,1.05,8.0,23.0,434.0,849.0,0.511,0.439,0.35200000000000004,0.7240000000000001,10.2,24.0,34.2,2.8,1.4800000000000004,2.1,0.21,-2.0,-7.0,249.0,589.0,-0.03600000000000003,67.6,7.300000000000013,0.007000000000000006,0.01699999999999996,-0.0060000000000001155,3.4000000000000004,1.8000000000000007,5.299999999999997,1,27.0,8.0,14.86,26.0,6.0,15.78,1.0,2.0,-0.92
945,1,9,0,0,3.26,6.13,13.1,1.05,8.0,23.0,434.0,849.0,0.511,67.6,0.439,0.35200000000000004,0.7240000000000001,10.2,24.0,34.2,8,10.07,2.07,0.518,11.87,3.27,0.499,-1.7999999999999992,-1.2000000000000002,0.019000000000000017,6.06,7.61,15.2,1.26,6.0,16.0,683.0,1438.0,0.475,0.446,0.369,0.718,13.6,25.8,39.5,-2.8,-1.4800000000000004,-2.1,-0.21,2.0,7.0,-249.0,-589.0,0.03600000000000003,74.9,-7.300000000000013,-0.007000000000000006,-0.01699999999999996,0.0060000000000001155,-3.4000000000000004,-1.8000000000000007,-5.299999999999997,1,26.0,6.0,15.78,27.0,8.0,14.86,-1.0,-2.0,0.92
946,7,5,0,1,3.61,5.76,17.6,1.42,5.5,16.0,645.0,1283.0,0.503,64.6,0.45899999999999996,0.353,0.711,9.5,23.7,33.3,12,14.38,6.73,0.511,3.68,-1.23,0.52,10.7,7.960000000000001,-0.009000000000000008,3.19,5.66,13.3,1.0,7.7,21.0,567.0,1141.0,0.4970000000000001,0.44799999999999995,0.366,0.7,12.9,24.1,37.0,0.4199999999999999,0.09999999999999963,4.300000000000002,0.4199999999999999,-2.2,-5.0,78.0,142.0,0.005999999999999893,71.8,-7.200000000000002,0.01100000000000001,-0.013000000000000013,0.01100000000000001,-3.4000000000000004,-0.4000000000000021,-3.700000000000003,1,24.0,10.0,18.72,25.0,9.0,8.1,-1.0,1.0,10.62
947,7,12,1,0,3.19,5.66,13.3,1.0,7.7,21.0,567.0,1141.0,0.4970000000000001,71.8,0.44799999999999995,0.366,0.7,12.9,24.1,37.0,5,3.68,-1.23,0.52,14.38,6.73,0.511,-10.7,-7.960000000000001,0.009000000000000008,3.61,5.76,17.6,1.42,5.5,16.0,645.0,1283.0,0.503,0.45899999999999996,0.353,0.711,9.5,23.7,33.3,-0.4199999999999999,-0.09999999999999963,-4.300000000000002,-0.4199999999999999,2.2,5.0,-78.0,-142.0,-0.005999999999999893,64.6,7.200000000000002,-0.01100000000000001,0.013000000000000013,-0.01100000000000001,3.4000000000000004,0.4000000000000021,3.700000000000003,1,25.0,9.0,8.1,24.0,10.0,18.72,1.0,-1.0,-10.62
948,9,4,1,1,5.16,7.45,15.1,1.32,7.4,19.0,657.0,1236.0,0.532,78.9,0.48700000000000004,0.39399999999999996,0.711,10.5,27.6,38.1,13,17.95,3.55,0.551,3.37,-2.01,0.483,14.579999999999998,5.56,0.06800000000000006,2.26,7.71,12.3,0.89,7.1,22.0,554.0,1159.0,0.478,0.419,0.32899999999999996,0.7090000000000001,11.8,21.7,33.5,2.9000000000000004,-0.2599999999999998,2.799999999999999,0.4300000000000001,0.3000000000000007,-3.0,103.0,77.0,0.05400000000000005,66.8,12.100000000000007,0.068,0.065,0.0019999999999998908,-1.3000000000000007,5.900000000000002,4.600000000000001,1,28.0,6.0,24.51,23.0,13.0,6.9,5.0,-7.0,17.61
