,Unnamed: 0,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,index_everything,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
873,873,11,9,2,Arizona,2,0,1,117,2017,Arizona,3.24,5.5,13.8,1.21,6.7,17.0,662.0,1297.0,0.51,76.3,0.476,0.398,0.758,2017,10.3,26.5,36.8,11,Arizona,873,Arizona,18.25,7.63,67.3,113.8,0.537,2017,14.8,11.51,68.2,109.0,0.519,3.4499999999999997,-3.88,-0.9000000000000057,4.799999999999997,0.018000000000000016,3
874,874,1,10,1,Gonzaga,1,1,1,118,2017,Gonzaga,4.45,7.15,16.0,1.42,7.3,19.0,761.0,1304.0,0.584,84.6,0.518,0.382,0.738,2017,9.4,30.9,40.3,11,Gonzaga,874,Gonzaga,25.26,4.13,70.9,116.4,0.5670000000000001,2017,14.8,11.51,68.2,109.0,0.519,10.46,-7.38,2.700000000000003,7.400000000000006,0.04799999999999993,4
875,875,1,10,1,Xavier,11,0,0,119,2017,Xavier,2.68,6.15,14.9,1.16,7.0,21.0,637.0,1226.0,0.52,74.6,0.454,0.34,0.688,2017,12.2,25.4,37.6,1,Xavier,875,Xavier,14.8,11.51,68.2,109.0,0.519,2017,25.26,4.13,70.9,116.4,0.5670000000000001,-10.46,7.38,-2.700000000000003,-7.400000000000006,-0.04799999999999993,4
876,876,1,2,1,Oregon,3,0,0,120,2017,Oregon,6.65,6.5,16.4,1.42,8.6,23.0,662.0,1209.0,0.5479999999999999,79.1,0.481,0.378,0.711,2017,10.4,25.9,36.4,1,Oregon,876,Oregon,20.8,8.38,68.8,114.2,0.5539999999999999,2017,24.84,11.76,72.6,116.0,0.519,-4.039999999999999,-3.379999999999999,-3.799999999999997,-1.7999999999999972,0.03500000000000003,5
877,877,1,2,1,UNC,1,1,1,121,2017,North Carolina,3.24,6.94,18.2,1.53,7.2,20.0,809.0,1567.0,0.516,84.9,0.471,0.366,0.705,2017,15.8,27.7,43.5,3,North Carolina,877,North Carolina,24.84,11.76,72.6,116.0,0.519,2017,20.8,8.38,68.8,114.2,0.5539999999999999,4.039999999999999,3.379999999999999,3.799999999999997,1.7999999999999972,-0.03500000000000003,5
878,878,1,6,1,South Carolina,7,0,0,122,2017,South Carolina,3.88,7.84,12.6,0.94,6.8,20.0,571.0,1260.0,0.453,72.1,0.414,0.338,0.69,2017,12.5,23.8,36.3,1,South Carolina,878,South Carolina,17.52,10.16,69.9,102.9,0.47700000000000004,2017,25.26,4.13,70.9,116.4,0.5670000000000001,-7.740000000000002,6.03,-1.0,-13.5,-0.08999999999999997,5
879,879,1,6,1,Gonzaga,1,1,1,123,2017,Gonzaga,4.45,7.15,16.0,1.42,7.3,19.0,761.0,1304.0,0.584,84.6,0.518,0.382,0.738,2017,9.4,30.9,40.3,7,Gonzaga,879,Gonzaga,25.26,4.13,70.9,116.4,0.5670000000000001,2017,17.52,10.16,69.9,102.9,0.47700000000000004,7.740000000000002,-6.03,1.0,13.5,0.08999999999999997,5
880,880,1,0,0,UNC,1,9999,9999,124,2017,North Carolina,3.24,6.94,18.2,1.53,7.2,20.0,809.0,1567.0,0.516,84.9,0.471,0.366,0.705,2017,15.8,27.7,43.5,1,North Carolina,880,North Carolina,24.84,11.76,72.6,116.0,0.519,2017,25.26,4.13,70.9,116.4,0.5670000000000001,-0.4200000000000017,7.63,1.6999999999999886,-0.4000000000000057,-0.04799999999999993,6
881,881,1,0,0,Gonzaga,1,9999,9999,125,2017,Gonzaga,4.45,7.15,16.0,1.42,7.3,19.0,761.0,1304.0,0.584,84.6,0.518,0.382,0.738,2017,9.4,30.9,40.3,1,Gonzaga,881,Gonzaga,25.26,4.13,70.9,116.4,0.5670000000000001,2017,24.84,11.76,72.6,116.0,0.519,0.4200000000000017,-7.63,-1.6999999999999886,0.4000000000000057,0.04799999999999993,6
882,882,1,15,1,Villanova,1,1,1,0,2018,Villanova,3.97,6.68,16.7,1.61,11.4,29.0,667.0,1117.0,0.597,87.1,0.504,0.398,0.7709999999999999,2018,9.4,26.2,35.6,16,Villanova,882,Villanova,26.64,10.24,70.1,122.3,0.595,2018,-2.61,-4.08,63.4,104.3,0.494,29.25,14.32,6.699999999999997,18.0,0.10099999999999998,1
883,883,1,15,1,Radford,16,0,0,1,2018,Radford,2.94,6.29,12.2,1.0,7.7,22.0,539.0,1130.0,0.477,67.4,0.426,0.35,0.723,2018,11.6,23.1,34.6,1,Radford,883,Radford,-2.61,-4.08,63.4,104.3,0.494,2018,26.64,10.24,70.1,122.3,0.595,-29.25,-14.32,-6.699999999999997,-18.0,-0.10099999999999998,1
884,884,9,1,2,Virginia Tech,8,0,1,2,2018,Virginia Tech,2.28,5.75,16.5,1.38,8.8,23.0,621.0,1084.0,0.573,79.7,0.498,0.385,0.71,2018,7.4,25.6,33.0,9,Virginia Tech,884,Virginia Tech,14.35,6.72,69.9,113.0,0.5770000000000001,2018,12.34,10.64,70.2,103.0,0.519,2.01,-3.9200000000000013,-0.2999999999999972,10.0,0.05799999999999994,1
885,885,9,1,2,Alabama,9,1,0,3,2018,Alabama,5.47,6.41,12.5,0.89,6.4,20.0,643.0,1208.0,0.532,72.4,0.458,0.324,0.672,2018,10.0,26.3,36.3,8,Alabama,885,Alabama,12.34,10.64,70.2,103.0,0.519,2018,14.35,6.72,69.9,113.0,0.5770000000000001,-2.01,3.9200000000000013,0.2999999999999972,-10.0,-0.05799999999999994,1
886,886,5,7,1,West Virginia,5,1,1,4,2018,West Virginia,5.26,8.03,15.1,1.33,8.8,25.0,645.0,1329.0,0.485,79.6,0.434,0.353,0.7659999999999999,2018,14.0,23.9,37.9,12,West Virginia,886,West Virginia,19.88,9.36,70.5,113.2,0.504,2018,6.87,-3.53,68.1,115.3,0.5579999999999999,13.009999999999998,12.89,2.4000000000000057,-2.0999999999999943,-0.05400000000000005,1
887,887,5,7,1,Murray State,12,0,0,5,2018,Murray State,3.16,6.81,14.8,1.25,8.5,22.0,585.0,1056.0,0.5539999999999999,78.9,0.485,0.379,0.73,2018,10.5,26.5,37.1,5,Murray State,887,Murray State,6.87,-3.53,68.1,115.3,0.5579999999999999,2018,19.88,9.36,70.5,113.2,0.504,-13.009999999999998,-12.89,-2.4000000000000057,2.0999999999999943,0.05400000000000005,1
888,888,13,9,2,Wichita State,4,0,1,6,2018,Wichita State,3.94,4.69,18.5,1.6,9.1,24.0,638.0,1186.0,0.5379999999999999,83.0,0.478,0.385,0.738,2018,12.2,28.3,40.5,13,Wichita State,888,Wichita State,16.58,5.46,70.0,117.3,0.551,2018,4.21,0.44,76.3,108.7,0.5479999999999999,12.369999999999996,5.02,-6.299999999999998,8.599999999999994,0.003000000000000003,1
889,889,13,9,2,Marshall,13,1,0,7,2018,Marshall,5.94,6.82,17.2,1.31,10.0,28.0,651.0,1153.0,0.565,84.3,0.469,0.354,0.767,2018,8.1,28.1,36.2,4,Marshall,889,Marshall,4.21,0.44,76.3,108.7,0.5479999999999999,2018,16.58,5.46,70.0,117.3,0.551,-12.369999999999996,-5.02,6.299999999999998,-8.599999999999994,-0.003000000000000003,1
890,890,6,5,1,Florida,6,1,1,8,2018,Florida,4.72,6.91,13.0,1.32,9.1,24.0,549.0,1159.0,0.474,76.1,0.434,0.375,0.7190000000000001,2018,10.8,24.3,35.1,11,Florida,890,Florida,16.67,10.08,68.4,109.6,0.507,2018,8.87,2.61,69.4,109.5,0.516,7.800000000000002,7.4700000000000015,-1.0,0.09999999999999433,-0.009000000000000008,1
891,891,6,5,1,St. Bonaventure,11,0,0,9,2018,St. Bonaventure,3.59,6.94,14.2,1.24,7.8,19.0,596.0,1228.0,0.485,77.9,0.456,0.398,0.754,2018,10.3,25.2,35.6,6,St. Bonaventure,891,St. Bonaventure,8.87,2.61,69.4,109.5,0.516,2018,16.67,10.08,68.4,109.6,0.507,-7.800000000000002,-7.4700000000000015,1.0,-0.09999999999999433,0.009000000000000008,1
892,892,3,11,1,Texas Tech,3,1,1,10,2018,Texas Tech,4.27,7.39,14.4,1.15,7.0,19.0,631.0,1226.0,0.515,75.2,0.464,0.366,0.701,2018,11.0,24.9,35.9,14,Texas Tech,892,Texas Tech,19.38,9.6,68.3,108.4,0.52,2018,2.67,-6.46,73.8,109.1,0.544,16.71,16.06,-5.5,-0.6999999999999886,-0.024000000000000018,1
893,893,3,11,1,Stephen F. Austin,14,0,0,11,2018,Stephen F. Austin,3.06,10.32,14.4,0.92,7.0,19.0,745.0,1375.0,0.542,81.1,0.488,0.3720000000000001,0.705,2018,11.7,24.1,35.8,3,Stephen F. Austin,893,Stephen F. Austin,2.67,-6.46,73.8,109.1,0.544,2018,19.38,9.6,68.3,108.4,0.52,-16.71,-16.06,5.5,0.6999999999999886,0.024000000000000018,1
894,894,10,3,2,Arkansas,7,0,1,12,2018,Arkansas,4.62,6.24,14.5,1.32,7.8,19.0,720.0,1402.0,0.514,81.1,0.477,0.401,0.6779999999999999,2018,10.2,24.6,34.8,10,Arkansas,894,Arkansas,14.76,9.85,71.3,111.8,0.5379999999999999,2018,16.92,10.55,69.6,111.1,0.54,-2.160000000000002,-0.7000000000000011,1.7000000000000028,0.7000000000000028,-0.0020000000000000018,1
895,895,10,3,2,Butler,10,1,0,13,2018,Butler,2.94,6.73,14.0,1.25,8.2,23.0,694.0,1282.0,0.541,79.1,0.472,0.35600000000000004,0.7709999999999999,2018,9.2,24.8,34.0,7,Butler,895,Butler,16.92,10.55,69.6,111.1,0.54,2018,14.76,9.85,71.3,111.8,0.5379999999999999,2.160000000000002,0.7000000000000011,-1.7000000000000028,-0.7000000000000028,0.0020000000000000018,1
896,896,2,13,1,Purdue,2,1,1,14,2018,Purdue,5.03,5.82,16.7,1.56,9.6,23.0,632.0,1152.0,0.5489999999999999,81.1,0.4970000000000001,0.42,0.743,2018,8.4,26.6,35.0,15,Purdue,896,Purdue,23.41,8.74,68.1,117.7,0.5770000000000001,2018,-0.92,-1.02,69.9,102.7,0.516,24.33,9.76,-1.8000000000000114,15.0,0.060999999999999936,1
897,897,2,13,1,Cal State Fullerton,15,0,0,15,2018,CSU Fullerton,3.26,6.39,12.8,0.9,5.3,16.0,623.0,1189.0,0.524,73.2,0.47,0.338,0.7340000000000001,2018,8.9,26.3,35.1,2,Cal State Fullerton,897,Cal State Fullerton,-0.92,-1.02,69.9,102.7,0.516,2018,23.41,8.74,68.1,117.7,0.5770000000000001,-24.33,-9.76,1.8000000000000114,-15.0,-0.060999999999999936,1
898,898,1,8,1,Villanova,1,1,1,16,2018,Villanova,3.97,6.68,16.7,1.61,11.4,29.0,667.0,1117.0,0.597,87.1,0.504,0.398,0.7709999999999999,2018,9.4,26.2,35.6,9,Villanova,898,Villanova,26.64,10.24,70.1,122.3,0.595,2018,12.34,10.64,70.2,103.0,0.519,14.3,-0.4000000000000004,-0.10000000000000853,19.3,0.07599999999999996,2
899,899,1,8,1,Alabama,9,0,0,17,2018,Alabama,5.47,6.41,12.5,0.89,6.4,20.0,643.0,1208.0,0.532,72.4,0.458,0.324,0.672,2018,10.0,26.3,36.3,1,Alabama,899,Alabama,12.34,10.64,70.2,103.0,0.519,2018,26.64,10.24,70.1,122.3,0.595,-14.3,0.4000000000000004,0.10000000000000853,-19.3,-0.07599999999999996,2
900,900,5,8,1,West Virginia,5,1,1,18,2018,West Virginia,5.26,8.03,15.1,1.33,8.8,25.0,645.0,1329.0,0.485,79.6,0.434,0.353,0.7659999999999999,2018,14.0,23.9,37.9,13,West Virginia,900,West Virginia,19.88,9.36,70.5,113.2,0.504,2018,4.21,0.44,76.3,108.7,0.5479999999999999,15.669999999999998,8.92,-5.799999999999998,4.5,-0.04400000000000004,2
901,901,5,8,1,Marshall,13,0,0,19,2018,Marshall,5.94,6.82,17.2,1.31,10.0,28.0,651.0,1153.0,0.565,84.3,0.469,0.354,0.767,2018,8.1,28.1,36.2,5,Marshall,901,Marshall,4.21,0.44,76.3,108.7,0.5479999999999999,2018,19.88,9.36,70.5,113.2,0.504,-15.669999999999998,-8.92,5.799999999999998,-4.5,0.04400000000000004,2
902,902,3,3,1,Florida,6,0,0,20,2018,Florida,4.72,6.91,13.0,1.32,9.1,24.0,549.0,1159.0,0.474,76.1,0.434,0.375,0.7190000000000001,2018,10.8,24.3,35.1,3,Florida,902,Florida,16.67,10.08,68.4,109.6,0.507,2018,19.38,9.6,68.3,108.4,0.52,-2.7099999999999973,0.4800000000000004,0.10000000000000853,1.1999999999999886,-0.013000000000000013,2
903,903,3,3,1,Texas Tech,3,1,1,21,2018,Texas Tech,4.27,7.39,14.4,1.15,7.0,19.0,631.0,1226.0,0.515,75.2,0.464,0.366,0.701,2018,11.0,24.9,35.9,6,Texas Tech,903,Texas Tech,19.38,9.6,68.3,108.4,0.52,2018,16.67,10.08,68.4,109.6,0.507,2.7099999999999973,-0.4800000000000004,-0.10000000000000853,-1.1999999999999886,0.013000000000000013,2
904,904,2,8,1,Butler,10,0,0,22,2018,Butler,2.94,6.73,14.0,1.25,8.2,23.0,694.0,1282.0,0.541,79.1,0.472,0.35600000000000004,0.7709999999999999,2018,9.2,24.8,34.0,2,Butler,904,Butler,16.92,10.55,69.6,111.1,0.54,2018,23.41,8.74,68.1,117.7,0.5770000000000001,-6.4899999999999975,1.8100000000000005,1.5,-6.6000000000000085,-0.03699999999999992,2
905,905,2,8,1,Purdue,2,1,1,23,2018,Purdue,5.03,5.82,16.7,1.56,9.6,23.0,632.0,1152.0,0.5489999999999999,81.1,0.4970000000000001,0.42,0.743,2018,8.4,26.6,35.0,10,Purdue,905,Purdue,23.41,8.74,68.1,117.7,0.5770000000000001,2018,16.92,10.55,69.6,111.1,0.54,6.4899999999999975,-1.8100000000000005,-1.5,6.6000000000000085,0.03699999999999992,2
906,906,1,4,1,Villanova,1,1,1,24,2018,Villanova,3.97,6.68,16.7,1.61,11.4,29.0,667.0,1117.0,0.597,87.1,0.504,0.398,0.7709999999999999,2018,9.4,26.2,35.6,5,Villanova,906,Villanova,26.64,10.24,70.1,122.3,0.595,2018,19.88,9.36,70.5,113.2,0.504,6.7600000000000025,0.8800000000000008,-0.4000000000000057,9.099999999999994,0.09099999999999996,3
907,907,1,4,1,West Virginia,5,0,0,25,2018,West Virginia,5.26,8.03,15.1,1.33,8.8,25.0,645.0,1329.0,0.485,79.6,0.434,0.353,0.7659999999999999,2018,14.0,23.9,37.9,1,West Virginia,907,West Virginia,19.88,9.36,70.5,113.2,0.504,2018,26.64,10.24,70.1,122.3,0.595,-6.7600000000000025,-0.8800000000000008,0.4000000000000057,-9.099999999999994,-0.09099999999999996,3
908,908,3,1,2,Texas Tech,3,1,0,26,2018,Texas Tech,4.27,7.39,14.4,1.15,7.0,19.0,631.0,1226.0,0.515,75.2,0.464,0.366,0.701,2018,11.0,24.9,35.9,2,Texas Tech,908,Texas Tech,19.38,9.6,68.3,108.4,0.52,2018,23.41,8.74,68.1,117.7,0.5770000000000001,-4.030000000000001,0.8599999999999994,0.20000000000000284,-9.299999999999997,-0.05699999999999994,3
909,909,3,1,2,Purdue,2,0,1,27,2018,Purdue,5.03,5.82,16.7,1.56,9.6,23.0,632.0,1152.0,0.5489999999999999,81.1,0.4970000000000001,0.42,0.743,2018,8.4,26.6,35.0,3,Purdue,909,Purdue,23.41,8.74,68.1,117.7,0.5770000000000001,2018,19.38,9.6,68.3,108.4,0.52,4.030000000000001,-0.8599999999999994,-0.20000000000000284,9.299999999999997,0.05699999999999994,3
910,910,1,2,1,Villanova,1,1,1,28,2018,Villanova,3.97,6.68,16.7,1.61,11.4,29.0,667.0,1117.0,0.597,87.1,0.504,0.398,0.7709999999999999,2018,9.4,26.2,35.6,3,Villanova,910,Villanova,26.64,10.24,70.1,122.3,0.595,2018,19.38,9.6,68.3,108.4,0.52,7.2600000000000025,0.6400000000000006,1.7999999999999972,13.899999999999993,0.07499999999999996,4
911,911,1,2,1,Texas Tech,3,0,0,29,2018,Texas Tech,4.27,7.39,14.4,1.15,7.0,19.0,631.0,1226.0,0.515,75.2,0.464,0.366,0.701,2018,11.0,24.9,35.9,1,Texas Tech,911,Texas Tech,19.38,9.6,68.3,108.4,0.52,2018,26.64,10.24,70.1,122.3,0.595,-7.2600000000000025,-0.6400000000000006,-1.7999999999999972,-13.899999999999993,-0.07499999999999996,4
912,912,1,15,1,Kansas,1,1,1,30,2018,Kansas,4.18,6.62,17.0,1.46,10.1,25.0,679.0,1201.0,0.565,81.5,0.498,0.403,0.7,2018,9.6,25.6,35.2,16,Kansas,912,Kansas,21.39,11.87,70.2,115.5,0.575,2018,2.24,-3.17,70.2,105.3,0.5329999999999999,19.15,15.04,0.0,10.200000000000003,0.041999999999999926,1
913,913,1,15,1,Penn,16,0,0,31,2018,Pennsylvania,2.81,6.03,15.5,1.29,8.8,25.0,575.0,1057.0,0.544,76.7,0.46,0.34700000000000003,0.6629999999999999,2018,8.9,29.1,37.9,1,Pennsylvania,913,Pennsylvania,2.24,-3.17,70.2,105.3,0.5329999999999999,2018,21.39,11.87,70.2,115.5,0.575,-19.15,-15.04,0.0,-10.200000000000003,-0.041999999999999926,1
914,914,8,1,1,Seton Hall,8,1,1,32,2018,Seton Hall,3.5,6.28,15.8,1.23,7.3,20.0,681.0,1311.0,0.519,79.0,0.468,0.364,0.693,2018,12.2,26.0,38.2,9,Seton Hall,914,Seton Hall,15.67,10.11,71.1,111.0,0.529,2018,12.91,6.7,72.1,112.3,0.534,2.76,3.4099999999999997,-1.0,-1.2999999999999972,-0.0050000000000000044,1
915,915,8,1,1,NC State,9,0,0,33,2018,NC State,3.81,7.5,16.2,1.33,7.9,21.0,685.0,1316.0,0.521,81.2,0.47,0.3720000000000001,0.7,2018,12.2,23.5,35.7,8,North Carolina State,915,North Carolina State,12.91,6.7,72.1,112.3,0.534,2018,15.67,10.11,71.1,111.0,0.529,-2.76,-3.4099999999999997,1.0,1.2999999999999972,0.0050000000000000044,1
916,916,5,7,1,Clemson,5,1,1,34,2018,Clemson,4.84,5.69,13.2,1.09,8.3,23.0,543.0,1060.0,0.512,73.3,0.453,0.366,0.757,2018,9.0,26.5,35.5,12,Clemson,916,Clemson,17.17,9.25,67.5,108.5,0.529,2018,9.06,-1.1,70.1,107.5,0.519,8.110000000000001,10.35,-2.5999999999999943,1.0,0.010000000000000007,1
917,917,5,7,1,New Mexico State,12,0,0,35,2018,New Mexico State,3.09,5.64,14.1,1.11,7.5,23.0,690.0,1294.0,0.5329999999999999,75.9,0.46,0.333,0.643,2018,12.7,28.8,41.5,5,New Mexico State,917,New Mexico State,9.06,-1.1,70.1,107.5,0.519,2018,17.17,9.25,67.5,108.5,0.529,-8.110000000000001,-10.35,2.5999999999999943,-1.0,-0.010000000000000007,1
918,918,4,9,1,Auburn,4,1,1,36,2018,Auburn,5.41,7.44,14.4,1.18,9.8,27.0,556.0,1125.0,0.494,83.4,0.439,0.366,0.7859999999999999,2018,12.1,26.0,38.2,13,Auburn,918,Auburn,15.97,7.29,73.4,111.5,0.508,2018,1.83,-3.29,65.9,111.1,0.527,14.14,10.58,7.5,0.4000000000000057,-0.019000000000000017,1
919,919,4,9,1,College of Charleston,13,0,0,37,2018,Charleston,3.61,5.18,11.4,1.19,7.7,21.0,598.0,1155.0,0.518,75.1,0.46,0.364,0.759,2018,8.5,24.5,33.0,4,College of Charleston,919,College of Charleston,1.83,-3.29,65.9,111.1,0.527,2018,15.97,7.29,73.4,111.5,0.508,-14.14,-10.58,-7.5,-0.4000000000000057,0.019000000000000017,1
920,920,11,5,2,TCU,6,0,1,38,2018,TCU,3.59,6.59,18.8,1.48,8.5,21.0,689.0,1248.0,0.552,83.0,0.499,0.4,0.708,2018,11.3,25.2,36.4,11,Texas Christian,920,Texas Christian,16.38,9.68,70.0,115.1,0.5660000000000001,2018,12.89,10.02,64.2,102.4,0.469,3.4899999999999984,-0.33999999999999986,5.799999999999998,12.699999999999989,0.09699999999999998,1
921,921,11,5,2,Syracuse,11,1,0,39,2018,Syracuse,5.58,7.24,11.0,0.87,5.8,18.0,558.0,1196.0,0.467,67.5,0.418,0.322,0.741,2018,12.1,25.3,37.4,6,Syracuse,921,Syracuse,12.89,10.02,64.2,102.4,0.469,2018,16.38,9.68,70.0,115.1,0.5660000000000001,-3.4899999999999984,0.33999999999999986,-5.799999999999998,-12.699999999999989,-0.09699999999999998,1
922,922,3,11,1,Michigan State,3,1,1,40,2018,Michigan State,7.36,4.09,19.3,1.47,8.4,20.0,666.0,1201.0,0.555,81.0,0.504,0.413,0.7509999999999999,2018,11.1,29.8,40.8,14,Michigan State,922,Michigan State,22.41,7.1,68.1,117.3,0.569,2018,4.48,-3.46,72.4,110.3,0.539,17.93,10.56,-4.300000000000011,7.0,0.02999999999999992,1
923,923,3,11,1,Bucknell,14,0,0,41,2018,Bucknell,4.44,5.62,14.5,1.15,7.9,23.0,673.0,1211.0,0.556,81.1,0.472,0.343,0.718,2018,9.4,27.5,36.9,3,Bucknell,923,Bucknell,4.48,-3.46,72.4,110.3,0.539,2018,22.41,7.1,68.1,117.3,0.569,-17.93,-10.56,4.300000000000011,-7.0,-0.02999999999999992,1
924,924,7,3,1,Rhode Island,7,1,1,42,2018,Rhode Island,3.45,7.65,15.4,1.45,6.8,19.0,669.0,1304.0,0.513,76.8,0.462,0.35,0.7120000000000001,2018,11.3,23.0,34.3,10,Rhode Island,924,Rhode Island,11.81,4.61,69.2,109.0,0.511,2018,13.81,10.56,76.5,109.8,0.535,-2.0,-5.95,-7.299999999999998,-0.7999999999999972,-0.024000000000000018,1
925,925,7,3,1,Oklahoma,10,0,0,43,2018,Oklahoma,4.71,6.58,15.1,1.13,9.5,26.0,629.0,1177.0,0.534,85.2,0.464,0.363,0.748,2018,10.4,27.9,38.3,7,Oklahoma,925,Oklahoma,13.81,10.56,76.5,109.8,0.535,2018,11.81,4.61,69.2,109.0,0.511,2.0,5.95,7.299999999999998,0.7999999999999972,0.024000000000000018,1
926,926,2,13,1,Duke,2,1,1,44,2018,Duke,5.36,7.52,17.5,1.39,8.3,22.0,734.0,1319.0,0.556,84.7,0.493,0.378,0.708,2018,13.5,28.3,41.9,15,Duke,926,Duke,24.44,9.71,70.6,118.6,0.5589999999999999,2018,0.76,-2.19,71.5,109.2,0.539,23.68,11.9,-0.9000000000000057,9.399999999999991,0.020000000000000014,1
927,927,2,13,1,Iona,15,0,0,45,2018,Iona,3.06,6.79,15.9,1.37,9.7,25.0,612.0,1195.0,0.512,79.8,0.462,0.388,0.7390000000000001,2018,8.5,25.3,33.8,2,Iona,927,Iona,0.76,-2.19,71.5,109.2,0.539,2018,24.44,9.71,70.6,118.6,0.5589999999999999,-23.68,-11.9,0.9000000000000057,-9.399999999999991,-0.020000000000000014,1
928,928,1,7,1,Kansas,1,1,1,46,2018,Kansas,4.18,6.62,17.0,1.46,10.1,25.0,679.0,1201.0,0.565,81.5,0.498,0.403,0.7,2018,9.6,25.6,35.2,8,Kansas,928,Kansas,21.39,11.87,70.2,115.5,0.575,2018,15.67,10.11,71.1,111.0,0.529,5.7200000000000015,1.7599999999999998,-0.8999999999999915,4.5,0.04599999999999993,2
929,929,1,7,1,Seton Hall,8,0,0,47,2018,Seton Hall,3.5,6.28,15.8,1.23,7.3,20.0,681.0,1311.0,0.519,79.0,0.468,0.364,0.693,2018,12.2,26.0,38.2,1,Seton Hall,929,Seton Hall,15.67,10.11,71.1,111.0,0.529,2018,21.39,11.87,70.2,115.5,0.575,-5.7200000000000015,-1.7599999999999998,0.8999999999999915,-4.5,-0.04599999999999993,2
930,930,5,1,2,Clemson,5,1,0,48,2018,Clemson,4.84,5.69,13.2,1.09,8.3,23.0,543.0,1060.0,0.512,73.3,0.453,0.366,0.757,2018,9.0,26.5,35.5,4,Clemson,930,Clemson,17.17,9.25,67.5,108.5,0.529,2018,15.97,7.29,73.4,111.5,0.508,1.200000000000001,1.96,-5.900000000000006,-3.0,0.02100000000000002,2
931,931,5,1,2,Auburn,4,0,1,49,2018,Auburn,5.41,7.44,14.4,1.18,9.8,27.0,556.0,1125.0,0.494,83.4,0.439,0.366,0.7859999999999999,2018,12.1,26.0,38.2,5,Auburn,931,Auburn,15.97,7.29,73.4,111.5,0.508,2018,17.17,9.25,67.5,108.5,0.529,-1.200000000000001,-1.96,5.900000000000006,3.0,-0.02100000000000002,2
932,932,11,8,2,Syracuse,11,1,0,50,2018,Syracuse,5.58,7.24,11.0,0.87,5.8,18.0,558.0,1196.0,0.467,67.5,0.418,0.322,0.741,2018,12.1,25.3,37.4,3,Syracuse,932,Syracuse,12.89,10.02,64.2,102.4,0.469,2018,22.41,7.1,68.1,117.3,0.569,-9.52,2.92,-3.899999999999992,-14.899999999999993,-0.09999999999999998,2
933,933,11,8,2,Michigan State,3,0,1,51,2018,Michigan State,7.36,4.09,19.3,1.47,8.4,20.0,666.0,1201.0,0.555,81.0,0.504,0.413,0.7509999999999999,2018,11.1,29.8,40.8,11,Michigan State,933,Michigan State,22.41,7.1,68.1,117.3,0.569,2018,12.89,10.02,64.2,102.4,0.469,9.52,-2.92,3.899999999999992,14.899999999999993,0.09999999999999998,2
934,934,2,5,1,Rhode Island,7,0,0,52,2018,Rhode Island,3.45,7.65,15.4,1.45,6.8,19.0,669.0,1304.0,0.513,76.8,0.462,0.35,0.7120000000000001,2018,11.3,23.0,34.3,2,Rhode Island,934,Rhode Island,11.81,4.61,69.2,109.0,0.511,2018,24.44,9.71,70.6,118.6,0.5589999999999999,-12.63,-5.1000000000000005,-1.3999999999999917,-9.599999999999994,-0.048000000000000036,2
935,935,2,5,1,Duke,2,1,1,53,2018,Duke,5.36,7.52,17.5,1.39,8.3,22.0,734.0,1319.0,0.556,84.7,0.493,0.378,0.708,2018,13.5,28.3,41.9,7,Duke,935,Duke,24.44,9.71,70.6,118.6,0.5589999999999999,2018,11.81,4.61,69.2,109.0,0.511,12.63,5.1000000000000005,1.3999999999999917,9.599999999999994,0.048000000000000036,2
936,936,1,4,1,Kansas,1,1,1,54,2018,Kansas,4.18,6.62,17.0,1.46,10.1,25.0,679.0,1201.0,0.565,81.5,0.498,0.403,0.7,2018,9.6,25.6,35.2,5,Kansas,936,Kansas,21.39,11.87,70.2,115.5,0.575,2018,17.17,9.25,67.5,108.5,0.529,4.219999999999999,2.619999999999999,2.700000000000003,7.0,0.04599999999999993,3
937,937,1,4,1,Clemson,5,0,0,55,2018,Clemson,4.84,5.69,13.2,1.09,8.3,23.0,543.0,1060.0,0.512,73.3,0.453,0.366,0.757,2018,9.0,26.5,35.5,1,Clemson,937,Clemson,17.17,9.25,67.5,108.5,0.529,2018,21.39,11.87,70.2,115.5,0.575,-4.219999999999999,-2.619999999999999,-2.700000000000003,-7.0,-0.04599999999999993,3
938,938,2,9,1,Syracuse,11,0,0,56,2018,Syracuse,5.58,7.24,11.0,0.87,5.8,18.0,558.0,1196.0,0.467,67.5,0.418,0.322,0.741,2018,12.1,25.3,37.4,2,Syracuse,938,Syracuse,12.89,10.02,64.2,102.4,0.469,2018,24.44,9.71,70.6,118.6,0.5589999999999999,-11.55,0.3099999999999987,-6.399999999999992,-16.199999999999992,-0.09000000000000008,3
