,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
527,5,2,0,1,4.28,5.59,12.9,1.36,5.1,14.0,599.0,1195.0,0.501,65.3,0.46299999999999997,0.361,0.723,10.3,25.9,36.2,7,21.73,7.81,58.6,110.8,0.506,17.46,10.0,63.0,109.7,0.532,4.27,-2.1900000000000004,-4.399999999999999,1.0999999999999943,-0.026000000000000027,2
528,4,8,0,0,5.3,3.97,11.6,1.1,6.6,18.0,601.0,1269.0,0.474,70.4,0.4370000000000001,0.361,0.6829999999999999,12.1,25.7,37.8,4,14.11,9.72,64.5,108.0,0.493,18.12,8.98,65.6,104.5,0.477,-4.010000000000002,0.7400000000000002,-1.0999999999999943,3.5,0.016000000000000014,3
529,4,4,1,1,5.5,8.31,11.7,0.99,5.7,19.0,602.0,1232.0,0.489,69.2,0.429,0.304,0.66,12.9,25.3,38.2,8,18.12,8.98,65.6,104.5,0.477,14.11,9.72,64.5,108.0,0.493,4.010000000000002,-0.7400000000000002,1.0999999999999943,-3.5,-0.016000000000000014,3
530,4,3,0,1,5.03,6.91,12.5,1.03,6.8,20.0,602.0,1245.0,0.484,71.9,0.436,0.34299999999999997,0.735,11.0,27.1,38.1,7,18.65,9.94,67.4,105.2,0.493,17.46,10.0,63.0,109.7,0.532,1.1899999999999975,-0.0600000000000005,4.400000000000006,-4.5,-0.039000000000000035,3
531,4,7,1,0,4.56,5.32,17.1,1.47,7.5,20.0,645.0,1249.0,0.516,71.9,0.47100000000000003,0.386,0.633,11.5,26.2,37.7,3,17.46,10.0,63.0,109.7,0.532,18.65,9.94,67.4,105.2,0.493,-1.1899999999999975,0.0600000000000005,-4.400000000000006,4.5,0.039000000000000035,3
532,3,4,0,1,5.5,8.31,11.7,0.99,5.7,19.0,602.0,1232.0,0.489,69.2,0.429,0.304,0.66,12.9,25.3,38.2,7,18.12,8.98,65.6,104.5,0.477,17.46,10.0,63.0,109.7,0.532,0.6600000000000001,-1.0199999999999996,2.5999999999999943,-5.200000000000003,-0.05500000000000005,4
533,3,7,1,0,4.56,5.32,17.1,1.47,7.5,20.0,645.0,1249.0,0.516,71.9,0.47100000000000003,0.386,0.633,11.5,26.2,37.7,4,17.46,10.0,63.0,109.7,0.532,18.12,8.98,65.6,104.5,0.477,-0.6600000000000001,1.0199999999999996,-2.5999999999999943,5.200000000000003,0.05500000000000005,4
534,15,1,1,1,6.88,6.56,14.7,1.39,5.4,16.0,698.0,1355.0,0.515,74.9,0.469,0.35,0.722,12.9,25.3,38.2,16,28.72,8.67,63.8,115.5,0.515,-8.25,-7.08,69.5,96.1,0.456,36.97,15.75,-5.700000000000002,19.400000000000006,0.059,1
535,15,16,0,0,4.09,6.67,10.6,0.75,5.7,19.0,566.0,1232.0,0.45899999999999996,67.2,0.408,0.304,0.652,12.2,24.8,37.1,1,-8.25,-7.08,69.5,96.1,0.456,28.72,8.67,63.8,115.5,0.515,-36.97,-15.75,5.700000000000002,-19.400000000000006,-0.059,1
536,1,8,1,1,5.44,6.56,11.9,0.93,5.0,15.0,555.0,1098.0,0.505,62.4,0.45299999999999996,0.33299999999999996,0.674,11.0,23.3,34.2,9,10.72,4.4,59.6,102.8,0.495,12.93,7.64,64.9,106.4,0.502,-2.209999999999999,-3.24,-5.300000000000004,-3.6000000000000085,-0.007000000000000006,1
537,1,9,0,0,5.33,5.45,14.9,1.14,5.8,17.0,610.0,1197.0,0.51,70.0,0.45299999999999996,0.335,0.685,11.8,24.5,36.3,8,12.93,7.64,64.9,106.4,0.502,10.72,4.4,59.6,102.8,0.495,2.209999999999999,3.24,5.300000000000004,3.6000000000000085,0.007000000000000006,1
538,7,5,1,1,2.84,10.94,14.5,1.11,6.7,21.0,600.0,1306.0,0.45899999999999996,73.9,0.41200000000000003,0.318,0.66,16.8,19.9,36.8,12,15.12,9.29,68.7,104.9,0.461,7.93,1.6,68.7,108.5,0.487,7.19,7.689999999999999,0.0,-3.5999999999999943,-0.025999999999999968,1
539,7,12,0,0,4.03,7.63,13.2,1.17,6.0,18.0,624.0,1311.0,0.47600000000000003,75.0,0.435,0.34,0.722,12.9,25.6,38.4,5,7.93,1.6,68.7,108.5,0.487,15.12,9.29,68.7,104.9,0.461,-7.19,-7.689999999999999,0.0,3.5999999999999943,0.025999999999999968,1
540,9,4,1,1,4.21,4.85,10.9,0.91,7.3,20.0,500.0,1046.0,0.478,69.5,0.43799999999999994,0.3720000000000001,0.757,9.2,25.9,35.1,13,13.32,7.63,64.7,106.1,0.512,6.29,-2.0,63.8,108.6,0.52,7.03,9.63,0.9000000000000057,-2.5,-0.008000000000000007,1
541,9,13,0,0,4.76,6.0,13.1,1.04,6.8,18.0,593.0,1187.0,0.5,69.8,0.45899999999999996,0.37799999999999995,0.6779999999999999,11.7,26.0,37.7,4,6.29,-2.0,63.8,108.6,0.52,13.32,7.63,64.7,106.1,0.512,-7.03,-9.63,-0.9000000000000057,2.5,0.008000000000000007,1
542,5,6,1,1,2.94,6.38,11.5,1.01,5.8,16.0,593.0,1257.0,0.47200000000000003,69.6,0.439,0.358,0.68,12.2,24.5,36.7,11,16.64,8.62,64.2,105.9,0.484,16.16,9.07,62.9,105.9,0.491,0.4800000000000004,-0.45000000000000107,1.3000000000000045,0.0,-0.007000000000000006,1
543,5,11,0,0,7.88,3.76,13.2,1.04,6.2,18.0,573.0,1180.0,0.486,67.9,0.436,0.33899999999999997,0.725,12.4,27.3,39.7,6,16.16,9.07,62.9,105.9,0.491,16.64,8.62,64.2,105.9,0.484,-0.4800000000000004,0.45000000000000107,-1.3000000000000045,0.0,0.007000000000000006,1
544,11,3,1,1,3.56,6.88,15.1,1.61,8.3,21.0,664.0,1137.0,0.584,78.8,0.51,0.392,0.74,8.3,24.4,32.8,14,19.23,7.02,63.7,120.4,0.583,2.03,-1.34,63.5,106.7,0.545,17.2,8.36,0.20000000000000284,13.700000000000005,0.037999999999999916,1
545,11,14,0,0,3.79,5.32,14.3,1.04,5.9,15.0,611.0,1155.0,0.529,68.6,0.486,0.38799999999999996,0.725,8.4,24.8,33.1,3,2.03,-1.34,63.5,106.7,0.545,19.23,7.02,63.7,120.4,0.583,-17.2,-8.36,-0.20000000000000284,-13.700000000000005,-0.037999999999999916,1
546,3,7,1,1,3.81,7.03,13.9,1.48,7.0,19.0,560.0,1137.0,0.493,69.7,0.446,0.36200000000000004,0.688,11.9,23.7,35.6,10,15.56,3.68,61.9,112.7,0.507,12.94,7.2,66.9,115.3,0.544,2.620000000000001,-3.52,-5.000000000000006,-2.5999999999999943,-0.03700000000000003,1
547,3,10,0,0,3.18,5.06,14.0,1.22,9.3,23.0,591.0,1166.0,0.507,77.5,0.466,0.40299999999999997,0.715,12.0,24.0,36.0,7,12.94,7.2,66.9,115.3,0.544,15.56,3.68,61.9,112.7,0.507,-2.620000000000001,3.52,5.000000000000006,2.5999999999999943,0.03700000000000003,1
548,13,2,1,1,5.03,6.53,13.3,1.04,5.8,16.0,624.0,1341.0,0.465,71.2,0.44,0.375,0.72,11.8,26.1,37.9,15,18.47,12.13,66.7,106.3,0.494,3.71,-3.67,62.9,107.5,0.509,14.759999999999998,15.8,3.8000000000000043,-1.2000000000000028,-0.015000000000000013,1
549,13,15,0,0,3.67,6.33,12.1,0.87,4.8,13.0,628.0,1257.0,0.5,68.5,0.466,0.368,0.6940000000000001,12.5,22.9,35.5,2,3.71,-3.67,62.9,107.5,0.509,18.47,12.13,66.7,106.3,0.494,-14.759999999999998,-15.8,-3.8000000000000043,1.2000000000000028,0.015000000000000013,1
550,7,1,1,1,6.88,6.56,14.7,1.39,5.4,16.0,698.0,1355.0,0.515,74.9,0.469,0.35,0.722,12.9,25.3,38.2,8,28.72,8.67,63.8,115.5,0.515,10.72,4.4,59.6,102.8,0.495,18.0,4.27,4.199999999999996,12.700000000000005,0.02000000000000001,2
551,7,8,0,0,5.44,6.56,11.9,0.93,5.0,15.0,555.0,1098.0,0.505,62.4,0.45299999999999996,0.33299999999999996,0.674,11.0,23.3,34.2,1,10.72,4.4,59.6,102.8,0.495,28.72,8.67,63.8,115.5,0.515,-18.0,-4.27,-4.199999999999996,-12.700000000000005,-0.02000000000000001,2
552,1,5,1,0,2.84,10.94,14.5,1.11,6.7,21.0,600.0,1306.0,0.45899999999999996,73.9,0.41200000000000003,0.318,0.66,16.8,19.9,36.8,4,15.12,9.29,68.7,104.9,0.461,13.32,7.63,64.7,106.1,0.512,1.7999999999999992,1.6599999999999993,4.0,-1.1999999999999886,-0.05099999999999999,2
553,1,4,0,1,4.21,4.85,10.9,0.91,7.3,20.0,500.0,1046.0,0.478,69.5,0.43799999999999994,0.3720000000000001,0.757,9.2,25.9,35.1,5,13.32,7.63,64.7,106.1,0.512,15.12,9.29,68.7,104.9,0.461,-1.7999999999999992,-1.6599999999999993,-4.0,1.1999999999999886,0.05099999999999999,2
554,3,6,0,0,2.94,6.38,11.5,1.01,5.8,16.0,593.0,1257.0,0.47200000000000003,69.6,0.439,0.358,0.68,12.2,24.5,36.7,3,16.64,8.62,64.2,105.9,0.484,19.23,7.02,63.7,120.4,0.583,-2.59,1.5999999999999996,0.5,-14.5,-0.09899999999999998,2
555,3,3,1,1,3.56,6.88,15.1,1.61,8.3,21.0,664.0,1137.0,0.584,78.8,0.51,0.392,0.74,8.3,24.4,32.8,6,19.23,7.02,63.7,120.4,0.583,16.64,8.62,64.2,105.9,0.484,2.59,-1.5999999999999996,-0.5,14.5,0.09899999999999998,2
556,5,7,1,0,3.81,7.03,13.9,1.48,7.0,19.0,560.0,1137.0,0.493,69.7,0.446,0.36200000000000004,0.688,11.9,23.7,35.6,2,15.56,3.68,61.9,112.7,0.507,18.47,12.13,66.7,106.3,0.494,-2.9099999999999984,-8.450000000000001,-4.800000000000004,6.400000000000006,0.013000000000000013,2
557,5,2,0,1,5.03,6.53,13.3,1.04,5.8,16.0,624.0,1341.0,0.465,71.2,0.44,0.375,0.72,11.8,26.1,37.9,7,18.47,12.13,66.7,106.3,0.494,15.56,3.68,61.9,112.7,0.507,2.9099999999999984,8.450000000000001,4.800000000000004,-6.400000000000006,-0.013000000000000013,2
558,4,1,1,1,6.88,6.56,14.7,1.39,5.4,16.0,698.0,1355.0,0.515,74.9,0.469,0.35,0.722,12.9,25.3,38.2,5,28.72,8.67,63.8,115.5,0.515,15.12,9.29,68.7,104.9,0.461,13.6,-0.6199999999999992,-4.900000000000006,10.599999999999994,0.05399999999999999,3
559,4,5,0,0,2.84,10.94,14.5,1.11,6.7,21.0,600.0,1306.0,0.45899999999999996,73.9,0.41200000000000003,0.318,0.66,16.8,19.9,36.8,1,15.12,9.29,68.7,104.9,0.461,28.72,8.67,63.8,115.5,0.515,-13.6,0.6199999999999992,4.900000000000006,-10.599999999999994,-0.05399999999999999,3
560,4,3,1,1,3.56,6.88,15.1,1.61,8.3,21.0,664.0,1137.0,0.584,78.8,0.51,0.392,0.74,8.3,24.4,32.8,7,19.23,7.02,63.7,120.4,0.583,15.56,3.68,61.9,112.7,0.507,3.67,3.3399999999999994,1.8000000000000045,7.700000000000002,0.07599999999999996,3
561,4,7,0,0,3.81,7.03,13.9,1.48,7.0,19.0,560.0,1137.0,0.493,69.7,0.446,0.36200000000000004,0.688,11.9,23.7,35.6,3,15.56,3.68,61.9,112.7,0.507,19.23,7.02,63.7,120.4,0.583,-3.67,-3.3399999999999994,-1.8000000000000045,-7.700000000000002,-0.07599999999999996,3
562,2,1,1,1,6.88,6.56,14.7,1.39,5.4,16.0,698.0,1355.0,0.515,74.9,0.469,0.35,0.722,12.9,25.3,38.2,3,28.72,8.67,63.8,115.5,0.515,19.23,7.02,63.7,120.4,0.583,9.489999999999998,1.6500000000000004,0.09999999999999433,-4.900000000000006,-0.06799999999999995,4
563,2,3,0,0,3.56,6.88,15.1,1.61,8.3,21.0,664.0,1137.0,0.584,78.8,0.51,0.392,0.74,8.3,24.4,32.8,1,19.23,7.02,63.7,120.4,0.583,28.72,8.67,63.8,115.5,0.515,-9.489999999999998,-1.6500000000000004,-0.09999999999999433,4.900000000000006,0.06799999999999995,4
564,15,1,1,1,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,12.2,25.2,37.3,16,24.97,9.87,65.9,119.4,0.5660000000000001,-3.02,-3.5,66.7,102.6,0.501,27.99,13.37,-0.7999999999999972,16.800000000000008,0.06499999999999995,1
565,15,16,0,0,2.94,8.55,12.2,0.89,6.4,17.0,591.0,1243.0,0.475,69.0,0.446,0.38,0.7140000000000001,10.4,23.0,33.4,1,-3.02,-3.5,66.7,102.6,0.501,24.97,9.87,65.9,119.4,0.5660000000000001,-27.99,-13.37,0.7999999999999972,-16.800000000000008,-0.06499999999999995,1
566,1,8,1,1,5.03,6.94,10.6,0.93,5.2,16.0,578.0,1249.0,0.46299999999999997,61.8,0.419,0.32,0.629,12.1,23.1,35.2,9,11.81,4.24,60.8,100.7,0.467,11.85,9.04,67.6,104.6,0.494,-0.03999999999999915,-4.799999999999999,-6.799999999999998,-3.8999999999999915,-0.02699999999999997,1
567,1,9,0,0,6.5,7.47,12.6,1.18,6.1,17.0,613.0,1279.0,0.479,71.2,0.441,0.353,0.6920000000000001,10.3,25.1,35.4,8,11.85,9.04,67.6,104.6,0.494,11.81,4.24,60.8,100.7,0.467,0.03999999999999915,4.799999999999999,6.799999999999998,3.8999999999999915,0.02699999999999997,1
568,7,5,1,1,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,9.3,25.7,34.9,12,20.98,7.42,62.6,113.5,0.557,8.61,-4.2,68.0,115.2,0.557,12.37,11.62,-5.399999999999999,-1.7000000000000028,0.0,1
569,7,12,0,0,3.61,7.64,17.8,1.27,7.8,20.0,637.0,1153.0,0.552,79.5,0.491,0.386,0.7340000000000001,12.2,22.6,34.8,5,8.61,-4.2,68.0,115.2,0.557,20.98,7.42,62.6,113.5,0.557,-12.37,-11.62,5.399999999999999,1.7000000000000028,0.0,1
570,9,4,1,1,4.9,7.74,13.2,1.04,5.8,17.0,569.0,1129.0,0.504,70.7,0.455,0.34700000000000003,0.7020000000000001,11.2,23.9,35.1,13,15.48,9.81,64.6,108.1,0.513,0.79,-3.84,68.3,117.1,0.562,14.69,13.65,-3.700000000000003,-9.0,-0.04900000000000005,1
571,9,13,0,0,4.85,6.35,13.2,1.22,9.9,24.0,616.0,1149.0,0.536,80.8,0.48,0.40299999999999997,0.723,10.0,23.9,34.0,4,0.79,-3.84,68.3,117.1,0.562,15.48,9.81,64.6,108.1,0.513,-14.69,-13.65,3.700000000000003,9.0,0.04900000000000005,1
572,5,6,0,1,4.3,6.85,15.5,1.23,4.2,12.0,674.0,1311.0,0.514,69.4,0.479,0.359,0.705,11.5,25.2,36.7,11,12.94,3.57,63.3,108.8,0.517,12.07,8.27,67.3,106.1,0.496,0.8699999999999992,-4.699999999999998,-4.0,2.700000000000003,0.02100000000000002,1
573,5,11,1,0,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,12.3,25.7,38.0,6,12.07,8.27,67.3,106.1,0.496,12.94,3.57,63.3,108.8,0.517,-0.8699999999999992,4.699999999999998,4.0,-2.700000000000003,-0.02100000000000002,1
574,11,3,0,1,3.76,6.33,16.2,1.47,7.8,21.0,659.0,1205.0,0.547,78.4,0.48,0.366,0.696,9.5,26.4,35.9,14,17.94,9.15,69.8,111.4,0.5429999999999999,1.94,1.62,65.9,101.5,0.477,16.0,7.53,3.8999999999999915,9.900000000000006,0.06600000000000006,1
575,11,14,1,0,5.18,6.62,14.4,1.06,5.5,17.0,633.0,1344.0,0.47100000000000003,68.9,0.43,0.332,0.741,11.9,24.7,36.6,3,1.94,1.62,65.9,101.5,0.477,17.94,9.15,69.8,111.4,0.5429999999999999,-16.0,-7.53,-3.8999999999999915,-9.900000000000006,-0.06600000000000006,1
576,3,7,1,1,4.69,6.59,14.4,1.27,5.7,17.0,577.0,1231.0,0.469,69.4,0.4270000000000001,0.332,0.745,12.5,25.2,37.7,10,15.83,8.39,64.5,107.4,0.481,11.97,3.19,67.2,117.1,0.556,3.86,5.200000000000001,-2.700000000000003,-9.699999999999989,-0.07500000000000008,1
577,3,10,0,0,2.87,5.48,17.2,1.8,10.9,27.0,540.0,1012.0,0.534,79.9,0.47100000000000003,0.397,0.711,10.5,25.5,35.9,7,11.97,3.19,67.2,117.1,0.556,15.83,8.39,64.5,107.4,0.481,-3.86,-5.200000000000001,2.700000000000003,9.699999999999989,0.07500000000000008,1
578,13,2,1,1,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,10.2,27.6,37.9,15,21.12,5.12,65.2,120.3,0.584,-1.72,-3.63,61.9,103.7,0.501,22.84,8.75,3.3000000000000043,16.599999999999994,0.08299999999999996,1
579,13,15,0,0,3.75,4.78,9.7,0.99,6.9,18.0,494.0,1080.0,0.457,64.5,0.43,0.38,0.693,8.5,25.1,33.6,2,-1.72,-3.63,61.9,103.7,0.501,21.12,5.12,65.2,120.3,0.584,-22.84,-8.75,-3.3000000000000043,-16.599999999999994,-0.08299999999999996,1
580,7,1,1,1,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,12.2,25.2,37.3,8,24.97,9.87,65.9,119.4,0.5660000000000001,11.81,4.24,60.8,100.7,0.467,13.159999999999998,5.629999999999999,5.1000000000000085,18.700000000000006,0.09899999999999992,2
581,7,8,0,0,5.03,6.94,10.6,0.93,5.2,16.0,578.0,1249.0,0.46299999999999997,61.8,0.419,0.32,0.629,12.1,23.1,35.2,1,11.81,4.24,60.8,100.7,0.467,24.97,9.87,65.9,119.4,0.5660000000000001,-13.159999999999998,-5.629999999999999,-5.1000000000000085,-18.700000000000006,-0.09899999999999992,2
582,1,5,1,0,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,9.3,25.7,34.9,4,20.98,7.42,62.6,113.5,0.557,15.48,9.81,64.6,108.1,0.513,5.5,-2.390000000000001,-1.999999999999993,5.400000000000006,0.04400000000000004,2
583,1,4,0,1,4.9,7.74,13.2,1.04,5.8,17.0,569.0,1129.0,0.504,70.7,0.455,0.34700000000000003,0.7020000000000001,11.2,23.9,35.1,5,15.48,9.81,64.6,108.1,0.513,20.98,7.42,62.6,113.5,0.557,-5.5,2.390000000000001,1.999999999999993,-5.400000000000006,-0.04400000000000004,2
584,3,11,1,1,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,12.3,25.7,38.0,14,12.07,8.27,67.3,106.1,0.496,1.94,1.62,65.9,101.5,0.477,10.13,6.65,1.3999999999999917,4.599999999999994,0.019000000000000017,2
585,3,14,0,0,5.18,6.62,14.4,1.06,5.5,17.0,633.0,1344.0,0.47100000000000003,68.9,0.43,0.332,0.741,11.9,24.7,36.6,11,1.94,1.62,65.9,101.5,0.477,12.07,8.27,67.3,106.1,0.496,-10.13,-6.65,-1.3999999999999917,-4.599999999999994,-0.019000000000000017,2
586,5,7,0,0,4.69,6.59,14.4,1.27,5.7,17.0,577.0,1231.0,0.469,69.4,0.4270000000000001,0.332,0.745,12.5,25.2,37.7,2,15.83,8.39,64.5,107.4,0.481,21.12,5.12,65.2,120.3,0.584,-5.290000000000001,3.2700000000000005,-0.7000000000000028,-12.899999999999993,-0.10299999999999998,2
587,5,2,1,1,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,10.2,27.6,37.9,7,21.12,5.12,65.2,120.3,0.584,15.83,8.39,64.5,107.4,0.481,5.290000000000001,-3.2700000000000005,0.7000000000000028,12.899999999999993,0.10299999999999998,2
588,4,1,1,1,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,12.2,25.2,37.3,5,24.97,9.87,65.9,119.4,0.5660000000000001,20.98,7.42,62.6,113.5,0.557,3.9899999999999984,2.45,3.3000000000000043,5.900000000000006,0.008999999999999897,3
589,4,5,0,0,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,9.3,25.7,34.9,1,20.98,7.42,62.6,113.5,0.557,24.97,9.87,65.9,119.4,0.5660000000000001,-3.9899999999999984,-2.45,-3.3000000000000043,-5.900000000000006,-0.008999999999999897,3
590,9,11,0,0,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,12.3,25.7,38.0,2,12.07,8.27,67.3,106.1,0.496,21.12,5.12,65.2,120.3,0.584,-9.05,3.1499999999999995,2.0999999999999943,-14.200000000000005,-0.08799999999999998,3
591,9,2,1,1,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,10.2,27.6,37.9,11,21.12,5.12,65.2,120.3,0.584,12.07,8.27,67.3,106.1,0.496,9.05,-3.1499999999999995,-2.0999999999999943,14.200000000000005,0.08799999999999998,3
592,1,1,1,1,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,12.2,25.2,37.3,2,24.97,9.87,65.9,119.4,0.5660000000000001,21.12,5.12,65.2,120.3,0.584,3.8499999999999983,4.749999999999999,0.7000000000000028,-0.8999999999999915,-0.018000000000000016,4
593,1,2,0,0,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,10.2,27.6,37.9,1,21.12,5.12,65.2,120.3,0.584,24.97,9.87,65.9,119.4,0.5660000000000001,-3.8499999999999983,-4.749999999999999,-0.7000000000000028,0.8999999999999915,0.018000000000000016,4
594,15,1,1,1,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,9.5,24.2,33.7,16,24.61,10.29,59.5,121.1,0.5479999999999999,-1.02,-6.18,65.2,110.0,0.5,25.63,16.47,-5.700000000000002,11.099999999999996,0.048000000000000036,1
595,15,16,0,0,3.33,7.03,11.4,0.96,6.7,19.0,587.0,1220.0,0.48100000000000004,71.7,0.439,0.35600000000000004,0.688,13.3,26.5,39.8,1,-1.02,-6.18,65.2,110.0,0.5,24.61,10.29,59.5,121.1,0.5479999999999999,-25.63,-16.47,5.700000000000002,-11.099999999999996,-0.048000000000000036,1
596,1,8,1,1,4.32,5.74,14.2,1.21,7.3,20.0,689.0,1343.0,0.513,75.6,0.461,0.36,0.76,10.6,25.8,36.4,9,11.43,7.65,68.0,109.3,0.524,12.95,9.63,64.6,103.6,0.507,-1.5199999999999996,-1.9800000000000004,3.4000000000000057,5.700000000000002,0.017000000000000015,1
597,1,9,0,0,5.03,7.9,11.5,0.93,7.0,20.0,490.0,989.0,0.495,67.3,0.439,0.35,0.726,9.0,23.5,32.5,8,12.95,9.63,64.6,103.6,0.507,11.43,7.65,68.0,109.3,0.524,1.5199999999999996,1.9800000000000004,-3.4000000000000057,-5.700000000000002,-0.017000000000000015,1
598,7,5,1,1,4.76,7.76,16.1,1.38,6.7,19.0,705.0,1435.0,0.491,78.0,0.447,0.35,0.7240000000000001,13.0,22.8,35.8,12,14.07,6.79,70.1,109.6,0.5,2.56,-2.98,62.7,106.2,0.516,11.51,9.77,7.3999999999999915,3.3999999999999915,-0.016000000000000014,1
599,7,12,0,0,2.53,6.56,13.4,1.22,6.3,17.0,585.0,1173.0,0.499,67.0,0.45799999999999996,0.376,0.6890000000000001,9.1,23.3,32.4,5,2.56,-2.98,62.7,106.2,0.516,14.07,6.79,70.1,109.6,0.5,-11.51,-9.77,-7.3999999999999915,-3.3999999999999915,0.016000000000000014,1
600,9,4,1,1,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,13.9,27.1,41.0,13,20.63,11.76,69.2,111.6,0.516,4.47,-0.25,61.2,103.2,0.481,16.16,12.01,8.0,8.399999999999991,0.03500000000000003,1
601,9,13,0,0,4.59,7.03,12.9,1.1,4.9,14.0,509.0,1094.0,0.465,64.2,0.435,0.353,0.713,10.5,24.0,34.4,4,4.47,-0.25,61.2,103.2,0.481,20.63,11.76,69.2,111.6,0.516,-16.16,-12.01,-8.0,-8.399999999999991,-0.03500000000000003,1
602,5,6,1,1,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,10.0,24.8,34.8,11,15.42,9.48,65.6,109.8,0.534,11.39,7.01,67.0,107.9,0.478,4.029999999999999,2.4700000000000006,-1.4000000000000057,1.899999999999992,0.05600000000000005,1
603,5,11,0,0,3.69,6.59,12.8,1.13,6.5,19.0,581.0,1238.0,0.469,72.6,0.426,0.33799999999999997,0.778,12.4,25.2,37.6,6,11.39,7.01,67.0,107.9,0.478,15.42,9.48,65.6,109.8,0.534,-4.029999999999999,-2.4700000000000006,1.4000000000000057,-1.899999999999992,-0.05600000000000005,1
604,11,3,0,1,3.97,7.91,14.6,1.17,6.9,18.0,565.0,1224.0,0.462,69.5,0.434,0.377,0.67,14.7,24.5,39.2,14,17.85,9.33,62.8,109.2,0.4970000000000001,5.47,-2.03,64.3,109.8,0.527,12.380000000000004,11.36,-1.5,-0.5999999999999943,-0.030000000000000027,1
605,11,14,1,0,4.21,9.09,13.6,1.28,4.9,15.0,691.0,1286.0,0.537,72.0,0.48,0.331,0.727,9.4,23.4,32.8,3,5.47,-2.03,64.3,109.8,0.527,17.85,9.33,62.8,109.2,0.4970000000000001,-12.380000000000004,-11.36,1.5,0.5999999999999943,0.030000000000000027,1
606,3,7,0,1,4.31,9.66,12.6,1.19,8.1,24.0,589.0,1248.0,0.47200000000000003,72.5,0.42,0.342,0.6559999999999999,12.3,23.1,35.4,10,12.79,6.1,66.4,106.5,0.487,19.68,7.37,66.0,113.2,0.542,-6.8900000000000015,-1.2700000000000005,0.4000000000000057,-6.700000000000002,-0.05500000000000005,1
607,3,10,1,0,5.09,7.79,15.4,1.36,6.8,18.0,691.0,1281.0,0.539,75.8,0.486,0.3720000000000001,0.6779999999999999,11.3,24.6,35.8,7,19.68,7.37,66.0,113.2,0.542,12.79,6.1,66.4,106.5,0.487,6.8900000000000015,1.2700000000000005,-0.4000000000000057,6.700000000000002,0.05500000000000005,1
608,13,2,1,1,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,10.8,26.4,37.2,15,24.33,7.41,66.5,114.7,0.535,-5.98,-6.09,64.5,103.6,0.495,30.31,13.5,2.0,11.100000000000007,0.040000000000000036,1
609,13,15,0,0,3.12,6.15,10.9,0.83,5.3,17.0,614.0,1227.0,0.5,68.2,0.444,0.32,0.662,11.4,23.2,34.5,2,-5.98,-6.09,64.5,103.6,0.495,24.33,7.41,66.5,114.7,0.535,-30.31,-13.5,-2.0,-11.100000000000007,-0.040000000000000036,1
