,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
1060,8,10,0,0,3.71,7.18,12.2,1.04,8.1,24.0,537.0,1079.0,0.498,68.3,0.4270000000000001,0.335,0.718,10.6,22.9,33.5,2,15.42,11.22,64.7,103.7,0.498,21.82,10.55,65.4,106.5,0.516,-6.4,0.6699999999999999,-0.7000000000000028,-2.799999999999997,-0.018000000000000016,2
1061,8,2,1,1,4.18,6.18,13.9,1.56,8.1,23.0,589.0,1137.0,0.518,70.7,0.451,0.35100000000000003,0.695,8.5,26.6,35.0,10,21.82,10.55,65.4,106.5,0.516,15.42,11.22,64.7,103.7,0.498,6.4,-0.6699999999999999,0.7000000000000028,2.799999999999997,0.018000000000000016,2
1062,3,1,1,1,5.48,7.55,18.2,1.76,7.8,21.0,805.0,1293.0,0.623,88.8,0.532,0.365,0.767,9.5,29.1,38.6,4,27.79,5.01,71.7,122.2,0.59,17.99,10.26,69.5,106.3,0.505,9.8,-5.25,2.200000000000003,15.900000000000004,0.08499999999999996,3
1063,3,4,0,0,4.26,6.97,12.9,0.95,7.5,22.0,624.0,1224.0,0.51,74.9,0.44299999999999995,0.336,0.741,11.4,25.9,37.4,1,17.99,10.26,69.5,106.3,0.505,27.79,5.01,71.7,122.2,0.59,-9.8,5.25,-2.200000000000003,-15.900000000000004,-0.08499999999999996,3
1064,1,3,1,0,4.91,7.38,14.0,1.13,7.3,20.0,605.0,1144.0,0.529,73.1,0.47200000000000003,0.368,0.728,8.8,25.4,34.3,2,22.79,9.53,67.6,106.9,0.535,21.82,10.55,65.4,106.5,0.516,0.9699999999999988,-1.0200000000000014,2.1999999999999886,0.4000000000000057,0.019000000000000017,3
1065,1,2,0,1,4.18,6.18,13.9,1.56,8.1,23.0,589.0,1137.0,0.518,70.7,0.451,0.35100000000000003,0.695,8.5,26.6,35.0,3,21.82,10.55,65.4,106.5,0.516,22.79,9.53,67.6,106.9,0.535,-0.9699999999999988,1.0200000000000014,-2.1999999999999886,-0.4000000000000057,-0.019000000000000017,3
1066,2,1,0,1,5.48,7.55,18.2,1.76,7.8,21.0,805.0,1293.0,0.623,88.8,0.532,0.365,0.767,9.5,29.1,38.6,3,27.79,5.01,71.7,122.2,0.59,22.79,9.53,67.6,106.9,0.535,5.0,-4.52,4.1000000000000085,15.299999999999995,0.05499999999999994,4
1067,2,3,1,0,4.91,7.38,14.0,1.13,7.3,20.0,605.0,1144.0,0.529,73.1,0.47200000000000003,0.368,0.728,8.8,25.4,34.3,1,22.79,9.53,67.6,106.9,0.535,27.79,5.01,71.7,122.2,0.59,-5.0,4.52,-4.1000000000000085,-15.299999999999995,-0.05499999999999994,4
1068,15,1,1,1,3.55,7.18,19.0,1.46,8.8,24.0,734.0,1416.0,0.518,86.1,0.46399999999999997,0.365,0.742,13.1,30.5,43.5,16,23.94,11.35,75.9,112.7,0.529,-4.78,-5.5,71.4,107.4,0.53,28.72,16.85,4.5,5.299999999999997,-0.0010000000000000009,1
1069,15,16,0,0,2.78,6.78,13.2,1.06,8.8,25.0,553.0,1038.0,0.5329999999999999,76.8,0.45299999999999996,0.35100000000000003,0.741,8.8,25.6,34.4,1,-4.78,-5.5,71.4,107.4,0.53,23.94,11.35,75.9,112.7,0.529,-28.72,-16.85,-4.5,-5.299999999999997,0.0010000000000000009,1
1070,1,8,0,1,4.21,6.24,17.2,1.37,7.9,22.0,673.0,1233.0,0.546,79.2,0.474,0.355,0.747,10.8,29.4,40.2,9,11.98,0.89,70.0,111.5,0.5379999999999999,12.01,7.01,67.4,103.2,0.521,-0.029999999999999364,-6.12,2.5999999999999943,8.299999999999997,0.017000000000000015,1
1071,1,9,1,0,5.74,9.0,11.7,0.88,7.5,22.0,581.0,1111.0,0.523,69.8,0.45299999999999996,0.34600000000000003,0.6940000000000001,9.5,22.1,31.6,8,12.01,7.01,67.4,103.2,0.521,11.98,0.89,70.0,111.5,0.5379999999999999,0.029999999999999364,6.12,-2.5999999999999943,-8.299999999999997,-0.017000000000000015,1
1072,7,5,1,1,4.79,9.29,14.4,1.18,11.2,30.0,549.0,1059.0,0.518,79.4,0.449,0.376,0.71,12.0,22.4,34.5,12,20.84,10.92,69.2,114.1,0.5429999999999999,10.05,-2.38,68.3,113.9,0.5379999999999999,10.79,13.3,0.9000000000000057,0.19999999999998866,0.0050000000000000044,1
1073,7,12,0,0,2.62,5.62,14.7,1.24,9.4,28.0,618.0,1089.0,0.5670000000000001,78.1,0.45899999999999996,0.335,0.675,12.8,25.5,38.4,5,10.05,-2.38,68.3,113.9,0.5379999999999999,20.84,10.92,69.2,114.1,0.5429999999999999,-10.79,-13.3,-0.9000000000000057,-0.19999999999998866,-0.0050000000000000044,1
1074,9,4,1,1,3.94,6.85,13.3,1.0,7.2,21.0,682.0,1306.0,0.522,75.4,0.462,0.35,0.6970000000000001,10.4,27.7,38.1,13,18.35,12.79,70.3,106.5,0.526,3.95,-0.7,66.3,111.7,0.565,14.400000000000002,13.489999999999998,4.0,-5.200000000000003,-0.03899999999999992,1
1075,9,13,0,0,2.15,6.15,14.3,1.27,9.8,25.0,542.0,961.0,0.564,76.1,0.48200000000000004,0.38799999999999996,0.7509999999999999,7.0,24.8,31.8,4,3.95,-0.7,66.3,111.7,0.565,18.35,12.79,70.3,106.5,0.526,-14.400000000000002,-13.489999999999998,-4.0,5.200000000000003,0.03899999999999992,1
1076,5,6,0,1,4.65,7.0,15.2,1.37,8.5,23.0,663.0,1205.0,0.55,77.4,0.47700000000000004,0.365,0.732,9.4,25.8,35.2,11,18.07,9.3,68.2,112.7,0.5479999999999999,13.89,11.0,66.7,103.2,0.503,4.18,-1.6999999999999993,1.5,9.5,0.04500000000000004,1
1077,5,11,1,0,2.52,5.91,14.2,1.14,7.5,22.0,548.0,1099.0,0.499,69.6,0.4370000000000001,0.34299999999999997,0.7340000000000001,9.4,25.4,34.8,6,13.89,11.0,66.7,103.2,0.503,18.07,9.3,68.2,112.7,0.5479999999999999,-4.18,1.6999999999999993,-1.5,-9.5,-0.04500000000000004,1
1078,11,3,1,1,4.52,6.58,15.1,1.31,9.2,25.0,578.0,1130.0,0.512,76.2,0.449,0.364,0.7040000000000001,12.4,28.8,41.2,14,18.91,4.61,67.3,111.8,0.521,2.44,0.65,71.3,107.1,0.5429999999999999,16.47,3.96,-4.0,4.700000000000003,-0.02200000000000002,1
1079,11,14,0,0,4.75,8.09,12.6,1.07,9.9,25.0,549.0,1044.0,0.526,77.2,0.466,0.38799999999999996,0.659,8.2,24.5,32.7,3,2.44,0.65,71.3,107.1,0.5429999999999999,18.91,4.61,67.3,111.8,0.521,-16.47,-3.96,4.0,-4.700000000000003,0.02200000000000002,1
1080,3,7,1,1,3.0,6.88,15.4,1.41,11.0,26.0,633.0,1148.0,0.551,83.0,0.493,0.41600000000000004,0.6990000000000001,10.6,24.8,35.5,10,13.92,0.8,68.5,119.2,0.58,10.25,8.34,70.1,104.1,0.499,3.67,-7.54,-1.5999999999999943,15.100000000000007,0.08099999999999996,1
1081,3,10,0,0,3.91,7.0,13.5,1.1,7.0,22.0,632.0,1245.0,0.508,73.9,0.441,0.324,0.708,10.6,25.2,35.8,7,10.25,8.34,70.1,104.1,0.499,13.92,0.8,68.5,119.2,0.58,-3.67,7.54,1.5999999999999943,-15.100000000000007,-0.08099999999999996,1
1082,13,2,1,1,5.06,6.03,13.8,1.1,6.0,17.0,679.0,1288.0,0.527,76.7,0.478,0.364,0.74,11.6,26.8,38.4,15,21.43,10.29,67.3,111.9,0.53,-1.91,-7.34,67.2,108.6,0.535,23.34,17.63,0.09999999999999433,3.300000000000012,-0.0050000000000000044,1
1083,13,15,0,0,2.73,8.73,15.6,1.3,7.5,19.0,634.0,1221.0,0.519,74.5,0.474,0.386,0.715,9.8,23.3,33.1,2,-1.91,-7.34,67.2,108.6,0.535,21.43,10.29,67.3,111.9,0.53,-23.34,-17.63,-0.09999999999999433,-3.300000000000012,0.0050000000000000044,1
1084,8,1,1,1,3.55,7.18,19.0,1.46,8.8,24.0,734.0,1416.0,0.518,86.1,0.46399999999999997,0.365,0.742,13.1,30.5,43.5,9,23.94,11.35,75.9,112.7,0.529,12.01,7.01,67.4,103.2,0.521,11.93,4.34,8.5,9.5,0.008000000000000007,2
1085,8,9,0,0,5.74,9.0,11.7,0.88,7.5,22.0,581.0,1111.0,0.523,69.8,0.45299999999999996,0.34600000000000003,0.6940000000000001,9.5,22.1,31.6,1,12.01,7.01,67.4,103.2,0.521,23.94,11.35,75.9,112.7,0.529,-11.93,-4.34,-8.5,-9.5,-0.008000000000000007,2
1086,1,5,1,0,4.79,9.29,14.4,1.18,11.2,30.0,549.0,1059.0,0.518,79.4,0.449,0.376,0.71,12.0,22.4,34.5,4,20.84,10.92,69.2,114.1,0.5429999999999999,18.35,12.79,70.3,106.5,0.526,2.4899999999999984,-1.8699999999999992,-1.0999999999999943,7.599999999999994,0.017000000000000015,2
1087,1,4,0,1,3.94,6.85,13.3,1.0,7.2,21.0,682.0,1306.0,0.522,75.4,0.462,0.35,0.6970000000000001,10.4,27.7,38.1,5,18.35,12.79,70.3,106.5,0.526,20.84,10.92,69.2,114.1,0.5429999999999999,-2.4899999999999984,1.8699999999999992,1.0999999999999943,-7.599999999999994,-0.017000000000000015,2
1088,8,11,0,0,2.52,5.91,14.2,1.14,7.5,22.0,548.0,1099.0,0.499,69.6,0.4370000000000001,0.34299999999999997,0.7340000000000001,9.4,25.4,34.8,3,13.89,11.0,66.7,103.2,0.503,18.91,4.61,67.3,111.8,0.521,-5.02,6.39,-0.5999999999999943,-8.599999999999994,-0.018000000000000016,2
1089,8,3,1,1,4.52,6.58,15.1,1.31,9.2,25.0,578.0,1130.0,0.512,76.2,0.449,0.364,0.7040000000000001,12.4,28.8,41.2,11,18.91,4.61,67.3,111.8,0.521,13.89,11.0,66.7,103.2,0.503,5.02,-6.39,0.5999999999999943,8.599999999999994,0.018000000000000016,2
1090,5,7,0,0,3.0,6.88,15.4,1.41,11.0,26.0,633.0,1148.0,0.551,83.0,0.493,0.41600000000000004,0.6990000000000001,10.6,24.8,35.5,2,13.92,0.8,68.5,119.2,0.58,21.43,10.29,67.3,111.9,0.53,-7.51,-9.489999999999998,1.2000000000000028,7.299999999999998,0.04999999999999993,2
1091,5,2,1,1,5.06,6.03,13.8,1.1,6.0,17.0,679.0,1288.0,0.527,76.7,0.478,0.364,0.74,11.6,26.8,38.4,7,21.43,10.29,67.3,111.9,0.53,13.92,0.8,68.5,119.2,0.58,7.51,9.489999999999998,-1.2000000000000028,-7.299999999999998,-0.04999999999999993,2
1092,4,1,0,1,3.55,7.18,19.0,1.46,8.8,24.0,734.0,1416.0,0.518,86.1,0.46399999999999997,0.365,0.742,13.1,30.5,43.5,5,23.94,11.35,75.9,112.7,0.529,20.84,10.92,69.2,114.1,0.5429999999999999,3.1000000000000014,0.4299999999999997,6.700000000000002,-1.3999999999999917,-0.014000000000000012,3
1093,4,5,1,0,4.79,9.29,14.4,1.18,11.2,30.0,549.0,1059.0,0.518,79.4,0.449,0.376,0.71,12.0,22.4,34.5,1,20.84,10.92,69.2,114.1,0.5429999999999999,23.94,11.35,75.9,112.7,0.529,-3.1000000000000014,-0.4299999999999997,-6.700000000000002,1.3999999999999917,0.014000000000000012,3
1094,1,3,0,0,4.52,6.58,15.1,1.31,9.2,25.0,578.0,1130.0,0.512,76.2,0.449,0.364,0.7040000000000001,12.4,28.8,41.2,2,18.91,4.61,67.3,111.8,0.521,21.43,10.29,67.3,111.9,0.53,-2.52,-5.679999999999999,0.0,-0.10000000000000853,-0.009000000000000008,3
1095,1,2,1,1,5.06,6.03,13.8,1.1,6.0,17.0,679.0,1288.0,0.527,76.7,0.478,0.364,0.74,11.6,26.8,38.4,3,21.43,10.29,67.3,111.9,0.53,18.91,4.61,67.3,111.8,0.521,2.52,5.679999999999999,0.0,0.10000000000000853,0.009000000000000008,3
1096,3,5,1,0,4.79,9.29,14.4,1.18,11.2,30.0,549.0,1059.0,0.518,79.4,0.449,0.376,0.71,12.0,22.4,34.5,2,20.84,10.92,69.2,114.1,0.5429999999999999,21.43,10.29,67.3,111.9,0.53,-0.5899999999999999,0.6300000000000008,1.9000000000000057,2.1999999999999886,0.013000000000000013,4
1097,3,2,0,1,5.06,6.03,13.8,1.1,6.0,17.0,679.0,1288.0,0.527,76.7,0.478,0.364,0.74,11.6,26.8,38.4,5,21.43,10.29,67.3,111.9,0.53,20.84,10.92,69.2,114.1,0.5429999999999999,0.5899999999999999,-0.6300000000000008,-1.9000000000000057,-2.1999999999999886,-0.013000000000000013,4
1098,15,1,1,1,3.81,5.63,14.5,1.61,8.5,21.0,549.0,1052.0,0.522,71.8,0.478,0.409,0.746,8.9,25.8,34.6,16,25.46,10.15,60.8,116.3,0.552,-2.61,-4.43,68.5,110.9,0.5579999999999999,28.07,14.58,-7.700000000000002,5.3999999999999915,-0.0060000000000000045,1
1099,15,16,0,0,2.91,6.85,14.5,1.26,8.0,20.0,661.0,1216.0,0.544,78.3,0.488,0.391,0.711,7.9,26.5,34.4,1,-2.61,-4.43,68.5,110.9,0.5579999999999999,25.46,10.15,60.8,116.3,0.552,-28.07,-14.58,7.700000000000002,-5.3999999999999915,0.0060000000000000045,1
1100,1,8,0,1,3.63,7.31,14.3,1.13,8.2,23.0,586.0,1115.0,0.526,75.4,0.45899999999999996,0.358,0.7829999999999999,9.8,24.5,34.3,9,12.32,8.13,69.2,108.4,0.531,15.3,12.21,69.3,102.5,0.504,-2.9800000000000004,-4.08,-0.09999999999999433,5.900000000000006,0.027000000000000024,1
1101,1,9,1,0,3.09,5.94,12.7,1.04,6.6,19.0,618.0,1245.0,0.496,71.2,0.445,0.342,0.691,9.2,28.4,37.6,8,15.3,12.21,69.3,102.5,0.504,12.32,8.13,69.2,108.4,0.531,2.9800000000000004,4.08,0.09999999999999433,-5.900000000000006,-0.027000000000000024,1
1102,7,5,0,1,4.21,5.12,12.8,1.34,7.1,19.0,619.0,1243.0,0.498,69.1,0.45299999999999996,0.366,0.649,8.2,27.1,35.2,12,17.9,11.01,64.8,103.9,0.511,13.95,6.13,65.5,106.2,0.52,3.9499999999999993,4.88,-0.7000000000000028,-2.299999999999997,-0.009000000000000008,1
1103,7,12,1,0,4.23,7.77,13.3,1.13,7.6,22.0,620.0,1196.0,0.518,70.5,0.45,0.34299999999999997,0.7190000000000001,9.7,24.7,34.4,5,13.95,6.13,65.5,106.2,0.52,17.9,11.01,64.8,103.9,0.511,-3.9499999999999993,-4.88,0.7000000000000028,2.299999999999997,0.009000000000000008,1
